subject,Language,Presentation_type,object to be labeled,label,color,other_adj,same_noun,presentation_order
53,Tsimane,2 at a time,apple,no mods,N,N,N,1
53,Tsimane,2 at a time,apple,no mods,N,N,N,2
53,Tsimane,2 at a time,banana,no mods,N,N,N,1
53,Tsimane,2 at a time,banana,no mods,N,N,N,2
53,Tsimane,2 at a time,basket,no mods,N,N,Y,1
53,Tsimane,2 at a time,basket,no mods,N,N,Y,2
53,Tsimane,2 at a time,comb,no mods,N,N,Y,1
53,Tsimane,2 at a time,comb,no mods,N,N,Y,2
53,Tsimane,2 at a time,cup,no mods,N,N,Y,1
53,Tsimane,2 at a time,cup,no mods,N,N,Y,2
53,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
53,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
53,Tsimane,2 at a time,rope,no mods,N,N,N,1
53,Tsimane,2 at a time,rope,no mods,N,N,N,2
53,Tsimane,2 at a time,tomato,no mods,N,N,N,1
53,Tsimane,2 at a time,tomato,no mods,N,N,N,2
54,Tsimane,2 at a time,apple,no mods,N,N,N,1
54,Tsimane,2 at a time,apple,no mods,N,N,N,2
54,Tsimane,2 at a time,banana,no mods,N,N,N,1
54,Tsimane,2 at a time,banana,no mods,N,N,N,2
54,Tsimane,2 at a time,basket,no mods,N,N,N,1
54,Tsimane,2 at a time,basket,no mods,N,N,N,2
54,Tsimane,2 at a time,comb,no mods,N,N,Y,1
54,Tsimane,2 at a time,comb,green,green,N,Y,2
54,Tsimane,2 at a time,cup,no mods,N,N,N,1
54,Tsimane,2 at a time,cup,no mods,N,N,N,2
54,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
54,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
54,Tsimane,2 at a time,rope,no mods,N,N,N,1
54,Tsimane,2 at a time,rope,no mods,N,N,N,2
54,Tsimane,2 at a time,tomato,no mods,N,N,N,1
54,Tsimane,2 at a time,tomato,no mods,N,N,N,2
55,Tsimane,2 at a time,apple,no mods,N,N,Y,1
55,Tsimane,2 at a time,apple,no mods,N,N,Y,2
55,Tsimane,2 at a time,banana,no mods,N,N,N,1
55,Tsimane,2 at a time,banana,no mods,N,N,N,2
55,Tsimane,2 at a time,basket,no mods,N,N,Y,1
55,Tsimane,2 at a time,basket,no mods,N,N,Y,2
55,Tsimane,2 at a time,comb,no mods,N,N,Y,1
55,Tsimane,2 at a time,comb,no mods,N,N,Y,2
55,Tsimane,2 at a time,cup,no mods,N,N,Y,1
55,Tsimane,2 at a time,cup,no mods,N,N,Y,2
55,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
55,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
55,Tsimane,2 at a time,rope,no mods,N,N,Y,1
55,Tsimane,2 at a time,rope,no mods,N,N,Y,2
55,Tsimane,2 at a time,tomato,no mods,N,N,N,1
55,Tsimane,2 at a time,tomato,no mods,N,N,N,2
56,Tsimane,2 at a time,apple,no mods,N,N,Y,1
56,Tsimane,2 at a time,apple,red,red,N,Y,2
56,Tsimane,2 at a time,banana,no mods,N,N,N,1
56,Tsimane,2 at a time,banana,no mods,N,N,N,2
56,Tsimane,2 at a time,basket,no mods,N,N,Y,1
56,Tsimane,2 at a time,basket,yellow,yellow,N,Y,2
56,Tsimane,2 at a time,comb,red,red,N,Y,1
56,Tsimane,2 at a time,comb,blue,blue,N,Y,2
56,Tsimane,2 at a time,cup,no mods,N,N,Y,1
56,Tsimane,2 at a time,cup,red,red,N,Y,2
56,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
56,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
56,Tsimane,2 at a time,rope,no mods,N,N,N,1
56,Tsimane,2 at a time,rope,blue,blue,N,N,2
56,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
56,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
57,Tsimane,2 at a time,apple,no mods,N,N,Y,1
57,Tsimane,2 at a time,apple,no mods,N,N,Y,2
57,Tsimane,2 at a time,banana,no mods,N,N,N,1
57,Tsimane,2 at a time,banana,no mods,N,N,N,2
57,Tsimane,2 at a time,basket,no mods,N,N,Y,1
57,Tsimane,2 at a time,basket,no mods,N,N,Y,2
57,Tsimane,2 at a time,comb,no mods,N,N,Y,1
57,Tsimane,2 at a time,comb,no mods,N,N,Y,2
57,Tsimane,2 at a time,cup,no mods,N,N,Y,1
57,Tsimane,2 at a time,cup,no mods,N,N,Y,2
57,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
57,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
57,Tsimane,2 at a time,rope,no mods,N,N,Y,1
57,Tsimane,2 at a time,rope,no mods,N,N,Y,2
57,Tsimane,2 at a time,tomato,no mods,N,N,N,1
57,Tsimane,2 at a time,tomato,no mods,N,N,N,2
58,Tsimane,2 at a time,apple,no mods,N,N,Y,1
58,Tsimane,2 at a time,apple,no mods,N,N,Y,2
58,Tsimane,2 at a time,banana,no mods,N,N,N,1
58,Tsimane,2 at a time,banana,no mods,N,N,N,2
58,Tsimane,2 at a time,basket,no mods,N,N,Y,1
58,Tsimane,2 at a time,basket,no mods,N,N,Y,2
58,Tsimane,2 at a time,comb,no mods,N,N,Y,1
58,Tsimane,2 at a time,comb,no mods,N,N,Y,2
58,Tsimane,2 at a time,cup,no mods,N,N,Y,1
58,Tsimane,2 at a time,cup,no mods,N,N,Y,2
58,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
58,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
58,Tsimane,2 at a time,rope,no mods,N,N,Y,1
58,Tsimane,2 at a time,rope,no mods,N,N,Y,2
58,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
58,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
59,Tsimane,2 at a time,apple,no mods,N,N,Y,1
59,Tsimane,2 at a time,apple,no mods,N,N,Y,2
59,Tsimane,2 at a time,banana,no mods,N,N,N,1
59,Tsimane,2 at a time,banana,no mods,N,N,N,2
59,Tsimane,2 at a time,basket,no mods,N,N,Y,1
59,Tsimane,2 at a time,basket,no mods,N,N,Y,2
59,Tsimane,2 at a time,comb,no mods,N,N,Y,1
59,Tsimane,2 at a time,comb,no mods,N,N,Y,2
59,Tsimane,2 at a time,cup,no mods,N,N,Y,1
59,Tsimane,2 at a time,cup,no mods,N,N,Y,2
59,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
59,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
59,Tsimane,2 at a time,rope,no mods,N,N,Y,1
59,Tsimane,2 at a time,rope,no mods,N,N,Y,2
59,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
59,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
60,Tsimane,2 at a time,apple,no mods,N,N,Y,1
60,Tsimane,2 at a time,apple,no mods,N,N,Y,2
60,Tsimane,2 at a time,banana,no mods,N,N,N,1
60,Tsimane,2 at a time,banana,no mods,N,N,N,2
60,Tsimane,2 at a time,basket,no mods,N,N,N,1
60,Tsimane,2 at a time,basket,no mods,N,N,N,2
60,Tsimane,2 at a time,comb,no mods,N,N,Y,1
60,Tsimane,2 at a time,comb,no mods,N,N,Y,2
60,Tsimane,2 at a time,cup,no mods,N,N,Y,1
60,Tsimane,2 at a time,cup,no mods,N,N,Y,2
60,Tsimane,2 at a time,pepper,no mods,N,N,N,1
60,Tsimane,2 at a time,pepper,no mods,N,N,N,2
60,Tsimane,2 at a time,rope,no mods,N,N,Y,1
60,Tsimane,2 at a time,rope,no mods,N,N,Y,2
60,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
60,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
61,Tsimane,2 at a time,apple,no mods,N,N,Y,1
61,Tsimane,2 at a time,apple,ripe,N,ripe,Y,2
61,Tsimane,2 at a time,banana,no mods,N,N,N,1
61,Tsimane,2 at a time,banana,no mods,N,N,N,2
61,Tsimane,2 at a time,basket,yellow,yellow,N,Y,1
61,Tsimane,2 at a time,basket,red,red,N,Y,2
61,Tsimane,2 at a time,comb,yellow,yellow,N,Y,1
61,Tsimane,2 at a time,comb,green,green,N,Y,2
61,Tsimane,2 at a time,cup,red,red,N,Y,1
61,Tsimane,2 at a time,cup,yellow,yellow,N,Y,2
61,Tsimane,2 at a time,pepper,red,red,N,Y,1
61,Tsimane,2 at a time,pepper,yellow,yellow,N,Y,2
61,Tsimane,2 at a time,rope,green,green,N,Y,1
61,Tsimane,2 at a time,rope,yellow,yellow,N,Y,2
61,Tsimane,2 at a time,tomato,green,green,N,Y,1
61,Tsimane,2 at a time,tomato,red,red,N,Y,2
62,Tsimane,2 at a time,apple,no mods,N,N,Y,1
62,Tsimane,2 at a time,apple,green,green,N,Y,2
62,Tsimane,2 at a time,banana,no mods,N,N,N,1
62,Tsimane,2 at a time,banana,no mods,N,N,N,2
62,Tsimane,2 at a time,basket,yellow,yellow,N,Y,1
62,Tsimane,2 at a time,basket,green,green,N,Y,2
62,Tsimane,2 at a time,comb,yellow,yellow,N,Y,1
62,Tsimane,2 at a time,comb,green,green,N,Y,2
62,Tsimane,2 at a time,cup,no mods,N,N,Y,1
62,Tsimane,2 at a time,cup,green,green,N,Y,2
62,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
62,Tsimane,2 at a time,pepper,green,green,N,Y,2
62,Tsimane,2 at a time,rope,green,green,N,Y,1
62,Tsimane,2 at a time,rope,yellow,yellow,N,Y,2
62,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
62,Tsimane,2 at a time,tomato,green,green,N,Y,2
63,Tsimane,2 at a time,apple,no mods,N,N,Y,1
63,Tsimane,2 at a time,apple,no mods,N,N,Y,2
63,Tsimane,2 at a time,banana,no mods,N,N,N,1
63,Tsimane,2 at a time,banana,no mods,N,N,N,2
63,Tsimane,2 at a time,basket,no mods,N,N,Y,1
63,Tsimane,2 at a time,basket,red,red,N,Y,2
63,Tsimane,2 at a time,comb,no mods,N,N,Y,1
63,Tsimane,2 at a time,comb,no mods,N,N,Y,2
63,Tsimane,2 at a time,cup,no mods,N,N,Y,1
63,Tsimane,2 at a time,cup,no mods,N,N,Y,2
63,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
63,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
63,Tsimane,2 at a time,rope,no mods,N,N,Y,1
63,Tsimane,2 at a time,rope,no mods,N,N,Y,2
63,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
63,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
64,Tsimane,2 at a time,apple,no mods,N,N,Y,1
64,Tsimane,2 at a time,apple,no mods,N,N,Y,2
64,Tsimane,2 at a time,banana,no mods,N,N,Y,1
64,Tsimane,2 at a time,banana,no mods,N,N,Y,2
64,Tsimane,2 at a time,basket,no mods,N,N,Y,1
64,Tsimane,2 at a time,basket,no mods,N,N,Y,2
64,Tsimane,2 at a time,comb,no mods,N,N,Y,1
64,Tsimane,2 at a time,comb,red,red,N,Y,2
64,Tsimane,2 at a time,cup,no mods,N,N,Y,1
64,Tsimane,2 at a time,cup,red,red,N,Y,2
64,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
64,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
64,Tsimane,2 at a time,rope,no mods,N,N,Y,1
64,Tsimane,2 at a time,rope,red,red,N,Y,2
64,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
64,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
65,Tsimane,2 at a time,apple,no mods,N,N,Y,1
65,Tsimane,2 at a time,apple,no mods,N,N,Y,2
65,Tsimane,2 at a time,banana,no mods,N,N,Y,1
65,Tsimane,2 at a time,banana,no mods,N,N,Y,2
65,Tsimane,2 at a time,basket,no mods,N,N,Y,1
65,Tsimane,2 at a time,basket,no mods,N,N,Y,2
65,Tsimane,2 at a time,comb,no mods,N,N,Y,1
65,Tsimane,2 at a time,comb,no mods,N,N,Y,2
65,Tsimane,2 at a time,cup,no mods,N,N,Y,1
65,Tsimane,2 at a time,cup,no mods,N,N,Y,2
65,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
65,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
65,Tsimane,2 at a time,rope,no mods,N,N,Y,1
65,Tsimane,2 at a time,rope,no mods,N,N,Y,2
65,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
65,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
66,Tsimane,2 at a time,apple,no mods,N,N,Y,1
66,Tsimane,2 at a time,apple,no mods,N,N,Y,2
66,Tsimane,2 at a time,banana,no mods,N,N,Y,1
66,Tsimane,2 at a time,banana,no mods,N,N,Y,2
66,Tsimane,2 at a time,basket,no mods,N,N,Y,1
66,Tsimane,2 at a time,basket,no mods,N,N,Y,2
66,Tsimane,2 at a time,comb,no mods,N,N,Y,1
66,Tsimane,2 at a time,comb,no mods,N,N,Y,2
66,Tsimane,2 at a time,cup,no mods,N,N,Y,1
66,Tsimane,2 at a time,cup,no mods,N,N,Y,2
66,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
66,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
66,Tsimane,2 at a time,rope,no mods,N,N,Y,1
66,Tsimane,2 at a time,rope,no mods,N,N,Y,2
66,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
66,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
67,Tsimane,2 at a time,apple,unripe,N,unripe,Y,1
67,Tsimane,2 at a time,apple,ripe,N,ripe,Y,2
67,Tsimane,2 at a time,banana,unripe,N,unripe,Y,1
67,Tsimane,2 at a time,banana,ripe,N,ripe,Y,2
67,Tsimane,2 at a time,basket,red,red,N,Y,1
67,Tsimane,2 at a time,basket,brown,brown,N,Y,2
67,Tsimane,2 at a time,comb,red,red,N,Y,1
67,Tsimane,2 at a time,comb,green,green,N,Y,2
67,Tsimane,2 at a time,cup,no mods,N,N,Y,1
67,Tsimane,2 at a time,cup,no mods,N,N,Y,2
67,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
67,Tsimane,2 at a time,pepper,red,red,N,Y,2
67,Tsimane,2 at a time,rope,green,green,N,Y,1
67,Tsimane,2 at a time,rope,yellow,yellow,N,Y,2
67,Tsimane,2 at a time,tomato,unripe,N,unripe,Y,1
67,Tsimane,2 at a time,tomato,ripe,N,ripe,Y,2
68,Tsimane,2 at a time,apple,no mods,N,N,Y,1
68,Tsimane,2 at a time,apple,no mods,N,N,Y,2
68,Tsimane,2 at a time,banana,no mods,N,N,N,1
68,Tsimane,2 at a time,banana,no mods,N,N,N,2
68,Tsimane,2 at a time,basket,no mods,N,N,Y,1
68,Tsimane,2 at a time,basket,no mods,N,N,Y,2
68,Tsimane,2 at a time,comb,no mods,N,N,Y,1
68,Tsimane,2 at a time,comb,no mods,N,N,Y,2
68,Tsimane,2 at a time,cup,no mods,N,N,Y,1
68,Tsimane,2 at a time,cup,no mods,N,N,Y,2
68,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
68,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
68,Tsimane,2 at a time,rope,no mods,N,N,Y,1
68,Tsimane,2 at a time,rope,no mods,N,N,Y,2
68,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
68,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
69,Tsimane,2 at a time,apple,no mods,N,N,Y,1
69,Tsimane,2 at a time,apple,no mods,N,N,Y,2
69,Tsimane,2 at a time,banana,no mods,N,N,Y,1
69,Tsimane,2 at a time,banana,no mods,N,N,Y,2
69,Tsimane,2 at a time,basket,no mods,N,N,Y,1
69,Tsimane,2 at a time,basket,no mods,N,N,Y,2
69,Tsimane,2 at a time,comb,no mods,N,N,Y,1
69,Tsimane,2 at a time,comb,no mods,N,N,Y,2
69,Tsimane,2 at a time,cup,no mods,N,N,Y,1
69,Tsimane,2 at a time,cup,no mods,N,N,Y,2
69,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
69,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
69,Tsimane,2 at a time,rope,no mods,N,N,Y,1
69,Tsimane,2 at a time,rope,no mods,N,N,Y,2
69,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
69,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
70,Tsimane,2 at a time,apple,ripe,N,ripe,Y,1
70,Tsimane,2 at a time,apple,unripe,N,unripe,Y,2
70,Tsimane,2 at a time,banana,no mods,N,N,Y,1
70,Tsimane,2 at a time,banana,ripe,N,ripe,Y,2
70,Tsimane,2 at a time,basket,green,green,N,Y,1
70,Tsimane,2 at a time,basket,yellow,yellow,N,Y,2
70,Tsimane,2 at a time,comb,red,red,N,Y,1
70,Tsimane,2 at a time,comb,yellow,yellow,N,Y,2
70,Tsimane,2 at a time,cup,no mods,N,N,Y,1
70,Tsimane,2 at a time,cup,red,red,N,Y,2
70,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
70,Tsimane,2 at a time,pepper,ripe,N,ripe,Y,2
70,Tsimane,2 at a time,rope,no mods,N,N,Y,1
70,Tsimane,2 at a time,rope,yellow,yellow,N,Y,2
70,Tsimane,2 at a time,tomato,unripe,N,unripe,Y,1
70,Tsimane,2 at a time,tomato,ripe,N,ripe,Y,2
71,Tsimane,2 at a time,apple,no mods,N,N,Y,1
71,Tsimane,2 at a time,apple,red,red,N,Y,2
71,Tsimane,2 at a time,banana,unripe,N,unripe,Y,1
71,Tsimane,2 at a time,banana,ripe,N,ripe,Y,2
71,Tsimane,2 at a time,basket,no mods,N,N,Y,1
71,Tsimane,2 at a time,basket,red,red,N,Y,2
71,Tsimane,2 at a time,comb,yellow,yellow,N,Y,1
71,Tsimane,2 at a time,comb,red,red,N,Y,2
71,Tsimane,2 at a time,cup,red,red,N,Y,1
71,Tsimane,2 at a time,cup,green,green,N,Y,2
71,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
71,Tsimane,2 at a time,pepper,red,red,N,Y,2
71,Tsimane,2 at a time,rope,no mods,N,N,Y,1
71,Tsimane,2 at a time,rope,yellow,yellow,N,Y,2
71,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
71,Tsimane,2 at a time,tomato,red,red,N,Y,2
72,Tsimane,2 at a time,apple,green,green,N,Y,1
72,Tsimane,2 at a time,apple,red,red,N,Y,2
72,Tsimane,2 at a time,banana,no mods,N,N,Y,1
72,Tsimane,2 at a time,banana,ripe,N,ripe,Y,2
72,Tsimane,2 at a time,basket,yellow,yellow,N,Y,1
72,Tsimane,2 at a time,basket,green,green,N,Y,2
72,Tsimane,2 at a time,comb,green,green,N,Y,1
72,Tsimane,2 at a time,comb,red,red,N,Y,2
72,Tsimane,2 at a time,cup,red,red,N,Y,1
72,Tsimane,2 at a time,cup,green,green,N,Y,2
72,Tsimane,2 at a time,pepper,red,red,N,Y,1
72,Tsimane,2 at a time,pepper,green,green,N,Y,2
72,Tsimane,2 at a time,rope,yellow,yellow,N,Y,1
72,Tsimane,2 at a time,rope,red,red,N,Y,2
72,Tsimane,2 at a time,tomato,red,red,N,Y,1
72,Tsimane,2 at a time,tomato,green,green,N,Y,2
73,Tsimane,2 at a time,apple,unripe,N,unripe,Y,1
73,Tsimane,2 at a time,apple,ripe,N,ripe,Y,2
73,Tsimane,2 at a time,banana,ripe,N,ripe,Y,1
73,Tsimane,2 at a time,banana,unripe,N,unripe,Y,2
73,Tsimane,2 at a time,basket,red,red,N,Y,1
73,Tsimane,2 at a time,basket,green,green,N,Y,2
73,Tsimane,2 at a time,comb,yellow,yellow,N,Y,1
73,Tsimane,2 at a time,comb,red,red,N,Y,2
73,Tsimane,2 at a time,cup,red,red,N,Y,1
73,Tsimane,2 at a time,cup,yellow,yellow,N,Y,2
73,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
73,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
73,Tsimane,2 at a time,rope,yellow,yellow,N,Y,1
73,Tsimane,2 at a time,rope,blue,blue,N,Y,2
73,Tsimane,2 at a time,tomato,red,red,N,Y,1
73,Tsimane,2 at a time,tomato,unripe,N,unripe,Y,2
74,Tsimane,2 at a time,apple,green,green,N,Y,1
74,Tsimane,2 at a time,apple,red,red,N,Y,2
74,Tsimane,2 at a time,banana,no mods,N,N,Y,1
74,Tsimane,2 at a time,banana,no mods,N,N,Y,2
74,Tsimane,2 at a time,basket,yellow,yellow,N,Y,1
74,Tsimane,2 at a time,basket,blue,blue,N,Y,2
74,Tsimane,2 at a time,comb,blue,blue,N,Y,1
74,Tsimane,2 at a time,comb,red,red,N,Y,2
74,Tsimane,2 at a time,cup,blue,blue,N,Y,1
74,Tsimane,2 at a time,cup,no mods,N,N,Y,2
74,Tsimane,2 at a time,pepper,red,red,N,Y,1
74,Tsimane,2 at a time,pepper,green,green,N,Y,2
74,Tsimane,2 at a time,rope,blue,blue,N,Y,1
74,Tsimane,2 at a time,rope,red,red,N,Y,2
74,Tsimane,2 at a time,tomato,red,red,N,Y,1
74,Tsimane,2 at a time,tomato,green,green,N,Y,2
75,Tsimane,2 at a time,apple,ripe,N,ripe,Y,1
75,Tsimane,2 at a time,apple,unripe,N,unripe,Y,2
75,Tsimane,2 at a time,banana,no mods,N,N,Y,1
75,Tsimane,2 at a time,banana,unripe,N,unripe,Y,2
75,Tsimane,2 at a time,basket,no mods,N,N,Y,1
75,Tsimane,2 at a time,basket,yellow,yellow,N,Y,2
75,Tsimane,2 at a time,comb,red,red,N,Y,1
75,Tsimane,2 at a time,comb,blue,blue,N,Y,2
75,Tsimane,2 at a time,cup,red,red,N,Y,1
75,Tsimane,2 at a time,cup,blue,blue,N,Y,2
75,Tsimane,2 at a time,pepper,unripe,N,unripe,Y,1
75,Tsimane,2 at a time,pepper,unripe,N,unripe,Y,2
75,Tsimane,2 at a time,rope,no mods,N,N,Y,1
75,Tsimane,2 at a time,rope,yellow,yellow,N,Y,2
75,Tsimane,2 at a time,tomato,blue,blue,N,Y,1
75,Tsimane,2 at a time,tomato,red,red,N,Y,2
76,Tsimane,2 at a time,apple,no mods,N,N,Y,1
76,Tsimane,2 at a time,apple,no mods,N,N,Y,2
76,Tsimane,2 at a time,banana,no mods,N,N,Y,1
76,Tsimane,2 at a time,banana,unripe,N,unripe,Y,2
76,Tsimane,2 at a time,basket,no mods,N,N,Y,1
76,Tsimane,2 at a time,basket,no mods,N,N,Y,2
76,Tsimane,2 at a time,comb,no mods,N,N,Y,1
76,Tsimane,2 at a time,comb,no mods,N,N,Y,2
76,Tsimane,2 at a time,cup,no mods,N,N,Y,1
76,Tsimane,2 at a time,cup,red,red,N,Y,2
76,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
76,Tsimane,2 at a time,pepper,no mods,N,N,Y,2
76,Tsimane,2 at a time,rope,no mods,N,N,Y,1
76,Tsimane,2 at a time,rope,no mods,N,N,Y,2
76,Tsimane,2 at a time,tomato,unripe,N,unripe,Y,1
76,Tsimane,2 at a time,tomato,ripe,N,ripe,Y,2
77,Tsimane,2 at a time,apple,ripe,N,ripe,Y,1
77,Tsimane,2 at a time,apple,unripe,N,unripe,Y,2
77,Tsimane,2 at a time,banana,ripe,N,ripe,Y,1
77,Tsimane,2 at a time,banana,unripe,N,unripe,Y,2
77,Tsimane,2 at a time,basket,yellow,yellow,N,Y,1
77,Tsimane,2 at a time,basket,blue,blue,N,Y,2
77,Tsimane,2 at a time,comb,red,red,N,Y,1
77,Tsimane,2 at a time,comb,blue,blue,N,Y,2
77,Tsimane,2 at a time,cup,yellow,yellow,N,Y,1
77,Tsimane,2 at a time,cup,blue,blue,N,Y,2
77,Tsimane,2 at a time,pepper,ripe,N,ripe,Y,1
77,Tsimane,2 at a time,pepper,ripe,N,ripe,Y,2
77,Tsimane,2 at a time,rope,red,red,N,Y,1
77,Tsimane,2 at a time,rope,blue,blue,N,Y,2
77,Tsimane,2 at a time,tomato,ripe,N,ripe,Y,1
77,Tsimane,2 at a time,tomato,unripe,N,unripe,Y,2
78,Tsimane,2 at a time,apple,no mods,N,N,Y,1
78,Tsimane,2 at a time,apple,no mods,N,N,Y,2
78,Tsimane,2 at a time,banana,green,green,N,Y,1
78,Tsimane,2 at a time,banana,yellow,yellow,N,Y,2
78,Tsimane,2 at a time,basket,green,green,N,Y,1
78,Tsimane,2 at a time,basket,no mods,N,N,Y,2
78,Tsimane,2 at a time,comb,green,green,N,Y,1
78,Tsimane,2 at a time,comb,yellow,yellow,N,Y,2
78,Tsimane,2 at a time,cup,no mods,N,N,Y,1
78,Tsimane,2 at a time,cup,red,red,N,Y,2
78,Tsimane,2 at a time,pepper,no mods,N,N,N,1
78,Tsimane,2 at a time,pepper,no mods,N,N,N,2
78,Tsimane,2 at a time,rope,red,red,N,Y,1
78,Tsimane,2 at a time,rope,green,green,N,Y,2
78,Tsimane,2 at a time,tomato,no mods,N,N,Y,1
78,Tsimane,2 at a time,tomato,no mods,N,N,Y,2
79,Tsimane,2 at a time,apple,no mods,N,N,Y,1
79,Tsimane,2 at a time,apple,unripe,N,unripe,Y,2
79,Tsimane,2 at a time,banana,ripe,N,ripe,Y,1
79,Tsimane,2 at a time,banana,unripe,N,unripe,Y,2
79,Tsimane,2 at a time,basket,no mods,N,N,Y,1
79,Tsimane,2 at a time,basket,no mods,N,N,Y,2
79,Tsimane,2 at a time,comb,no mods,N,N,Y,1
79,Tsimane,2 at a time,comb,no mods,N,N,Y,2
79,Tsimane,2 at a time,cup,red,red,N,Y,1
79,Tsimane,2 at a time,cup,no mods,N,N,Y,2
79,Tsimane,2 at a time,pepper,no mods,N,N,Y,1
79,Tsimane,2 at a time,pepper,ripe,N,ripe,Y,2
79,Tsimane,2 at a time,rope,red,red,N,Y,1
79,Tsimane,2 at a time,rope,no mods,N,N,Y,2
79,Tsimane,2 at a time,tomato,ripe,N,ripe,Y,1
79,Tsimane,2 at a time,tomato,unripe,N,unripe,Y,2
80,Tsimane,1 at a time,apple,no mods,N,N,Y,1
80,Tsimane,1 at a time,apple,no mods,N,N,Y,2
80,Tsimane,1 at a time,banana,no mods,N,N,Y,1
80,Tsimane,1 at a time,banana,no mods,N,N,Y,2
80,Tsimane,1 at a time,basket,no mods,N,N,Y,1
80,Tsimane,1 at a time,basket,no mods,N,N,Y,2
80,Tsimane,1 at a time,comb,no mods,N,N,Y,1
80,Tsimane,1 at a time,comb,no mods,N,N,Y,2
80,Tsimane,1 at a time,cup,no mods,N,N,Y,1
80,Tsimane,1 at a time,cup,no mods,N,N,Y,2
80,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
80,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
80,Tsimane,1 at a time,rope,no mods,N,N,Y,1
80,Tsimane,1 at a time,rope,no mods,N,N,Y,2
80,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
80,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
81,Tsimane,1 at a time,apple,no mods,N,N,Y,1
81,Tsimane,1 at a time,apple,no mods,N,N,Y,2
81,Tsimane,1 at a time,banana,no mods,N,N,Y,1
81,Tsimane,1 at a time,banana,no mods,N,N,Y,2
81,Tsimane,1 at a time,basket,no mods,N,N,Y,1
81,Tsimane,1 at a time,basket,no mods,N,N,Y,2
81,Tsimane,1 at a time,comb,no mods,N,N,Y,1
81,Tsimane,1 at a time,comb,no mods,N,N,Y,2
81,Tsimane,1 at a time,cup,no mods,N,N,Y,1
81,Tsimane,1 at a time,cup,no mods,N,N,Y,2
81,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
81,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
81,Tsimane,1 at a time,rope,no mods,N,N,Y,1
81,Tsimane,1 at a time,rope,no mods,N,N,Y,2
81,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
