subject,grid_location,color,Experiment
19,C8,5,55
19,A12,12,56
19,H15,4,57
19,H5,1,58
19,G10,5,59
19,F7,5,60
19,E10,5,61
19,B7,5,62
19,G2,3,63
19,G17,8,64
19,D9,5,65
19,F19,8,66
19,A4,2,67
19,A8,5,68
19,F17,8,69
19,G20,3,70
19,C16,8,71
19,D17,8,72
19,B3,9,73
19,B17,2,74
19,C2,9,75
19,G8,5,76
19,E8,5,77
19,G16,8,78
19,H13,5,79
19,H3,10,80
19,A16,2,81
19,G4,10,82
19,G18,8,83
20,C2,9,1
20,G16,4,2
20,A16,2,3
20,G8,5,4
20,H13,4,5
20,G4,10,6
20,E8,5,7
20,H3,10,8
20,G18,8,9
20,B11,12,10
20,C18,8,11
20,C3,9,12
20,F1,3,13
20,D3,9,14
20,B5,6,15
20,F7,5,16
20,E20,11,17
20,C8,5,18
20,H5,10,19
20,E10,5,20
20,C14,12,21
20,A12,4,22
20,G10,5,23
20,B7,5,24
20,E14,12,25
20,F9,5,26
20,B1,11,27
20,C10,5,28
20,A10,5,29
20,E12,12,30
20,B2,11,31
20,D13,12,32
20,E18,11,33
20,H17,8,34
20,F11,5,35
20,B13,12,36
20,H11,5,37
20,C6,5,38
20,D15,12,39
20,A20,11,40
20,C20,11,41
20,B9,5,42
20,D19,11,43
20,F13,12,44
20,E16,8,45
20,B3,11,46
20,B19,11,47
20,H15,4,48
20,G2,3,49
20,F19,8,50
20,D17,8,51
20,F17,8,52
20,B17,11,53
20,G17,8,54
20,A4,9,55
20,D9,5,56
20,A8,5,57
20,H1,3,58
20,H7,1,59
20,D1,11,60
20,A6,6,61
20,F3,10,62
20,G12,4,63
20,C4,6,64
20,B15,12,65
20,C16,8,66
20,G20,11,67
20,E4,6,68
20,D5,6,69
20,C12,12,70
20,H19,8,71
20,D11,5,72
20,A2,11,73
20,G14,4,74
20,E6,5,75
20,H9,5,76
20,D7,5,77
20,F15,12,78
20,A18,2,79
20,G6,5,80
20,F5,5,81
20,E2,9,82
20,A14,2,83
21,C6,6,1
21,E12,5,2
21,E18,8,3
21,B13,12,4
21,D15,4,5
21,D11,5,6
21,E6,6,7
21,F15,4,8
21,F5,10,9
21,E14,12,10
21,D3,9,11
21,E20,11,12
21,H3,10,13
21,C18,11,14
21,A16,2,15
21,G4,10,16
21,G18,8,17
21,F1,3,18
21,F7,5,19
21,H5,2,20
21,A12,12,21
21,C3,6,22
21,A14,2,23
21,C2,11,24
21,G8,5,25
21,E8,5,26
21,B11,5,27
21,G16,4,28
21,H13,5,29
21,E10,5,30
21,G10,5,31
21,F9,5,32
21,B5,6,33
21,C8,5,34
21,C14,12,35
21,C12,5,36
21,A2,11,37
21,H9,5,38
21,A18,2,39
21,H19,8,40
21,G14,4,41
21,D7,5,42
21,G6,5,43
21,E4,9,44
21,D1,11,45
21,G12,5,46
21,C16,8,47
21,D5,6,48
21,B19,11,49
21,B9,5,50
21,H15,4,51
21,E16,8,52
21,E2,3,53
21,B7,5,54
21,H1,3,55
21,A6,6,56
21,C4,9,57
21,G20,8,58
21,H7,1,59
21,F3,9,60
21,B15,12,61
21,D9,5,62
21,F17,8,63
21,G17,8,64
21,A8,5,65
21,B1,11,66
21,A20,2,67
21,D19,11,68
21,B3,9,69
21,C20,20,70
21,F13,5,71
21,C10,5,72
21,B2,11,73
21,H17,8,74
21,H11,5,75
21,A10,5,76
21,D13,12,77
21,F11,5,78
21,G2,3,79
21,D17,8,80
21,A4,6,81
21,F19,8,82
21,B17,8,83
22,E18,8,1
22,D11,5,2
22,F5,10,3
22,E20,11,4
22,A16,2,5
22,G12,5,6
22,B19,11,7
22,A6,6,8
22,H7,1,9
22,B15,12,10
22,A12,5,11
22,C2,9,12
22,B11,5,13
22,E10,5,14
22,B7,5,15
22,C4,9,16
22,B3,11,17
22,E8,5,18
22,H13,4,19
22,F1,3,20
22,C10,5,21
22,G17,8,22
22,E14,12,23
22,H3,10,24
22,E12,5,25
22,D15,12,26
22,F15,4,27
22,D3,9,28
22,C18,11,29
22,F13,5,30
22,F17,8,31
22,B1,11,32
22,A20,2,33
22,B2,11,34
22,A10,5,35
22,G2,10,36
22,H17,8,37
22,D13,12,38
22,D17,8,39
22,F19,11,40
22,H11,5,41
22,F11,5,42
22,C6,6,43
22,B13,12,44
22,E6,5,45
22,C12,12,46
22,A18,2,47
22,D7,5,48
22,D1,11,49
22,H15,4,50
22,C20,11,51
22,D9,5,52
22,A8,5,53
22,D19,11,54
22,A4,2,55
22,B17,8,56
22,G4,10,57
22,F7,5,58
22,C3,9,59
22,G8,5,60
22,G16,8,61
22,G18,8,62
22,H5,2,63
22,A14,2,64
22,H1,10,65
22,G20,10,66
22,C16,8,67
22,B9,5,68
22,E2,9,69
22,G14,4,70
22,E4,10,71
22,B5,6,72
22,D5,6,73
22,E16,8,74
22,G10,5,75
22,C8,5,76
22,A2,2,77
22,H19,8,78
22,G6,5,79
22,F9,5,80
22,C14,12,81
22,H9,5,82
22,F3,10,83
23,G4,10,1
23,G8,5,2
23,H5,2,3
23,F3,10,4
23,G18,8,5
23,H1,8,6
23,B9,5,7
23,G2,10,8
23,D17,8,9
23,D1,11,10
23,D9,5,11
23,A4,6,12
23,B13,12,13
23,G16,4,14
23,A8,5,15
23,C4,6,16
23,H13,5,17
23,G17,8,18
23,E12,12,19
23,D3,11,20
23,F1,3,21
23,D15,12,22
23,A18,2,23
23,E4,10,24
23,E16,8,25
23,B5,6,26
23,F7,5,27
23,H11,5,28
23,A20,2,29
23,B15,12,30
23,C6,6,31
23,C12,12,32
23,E14,4,33
23,F17,8,34
23,B2,11,35
23,H17,8,36
23,B7,5,37
23,H9,5,38
23,A2,2,39
23,F9,5,40
23,E18,8,41
23,E20,9,42
23,C10,12,43
23,H3,10,44
23,F15,4,45
23,F13,12,46
23,A6,6,47
23,H19,8,48
23,E8,5,49
23,C14,12,50
23,C8,5,51
23,G6,5,52
23,B19,11,53
23,F11,5,54
23,A14,2,55
23,C16,8,56
23,G14,4,57
23,D5,10,58
23,C3,9,59
23,G10,5,60
23,C2,11,61
23,B11,12,62
23,D11,12,63
23,E6,5,64
23,D7,5,65
23,C20,11,66
23,D19,8,67
23,C18,8,68
23,H15,4,69
23,F19,8,70
23,B1,11,71
23,A10,5,72
23,D13,12,73
23,A12,12,74
23,E10,5,75
23,F5,5,76
23,B17,8,77
23,G20,8,78
23,E2,9,79
23,G12,5,80
23,H7,5,81
23,A16,2,82
24,G4,10,1
24,F3,10,2
24,B9,5,3
24,G8,5,4
24,G18,8,5
24,G2,3,6
24,H5,1,7
24,H1,8,8
24,D17,12,9
24,A14,2,10
24,D5,7,11
24,C2,9,12
24,F5,10,13
24,E2,3,14
24,C18,7,15
24,B1,9,16
24,A12,12,17
24,B17,7,18
24,G12,5,19
24,H15,4,20
24,A10,12,21
24,E10,5,22
24,G20,3,23
24,H7,1,24
24,C8,5,25
24,F11,5,26
24,E6,7,27
24,C16,12,28
24,C3,9,29
24,B11,5,30
24,D7,5,31
24,G14,4,32
24,G10,5,33
24,D11,5,34
24,C20,7,35
24,C10,5,36
24,F13,4,37
24,E8,5,38
24,G6,10,39
24,H3,10,40
24,A6,6,41
24,C14,12,42
24,B19,7,43
24,F15,4,44
24,B2,9,45
24,H9,5,46
24,E18,4,47
24,H17,8,48
24,A2,2,49
24,E20,3,50
24,A16,2,51
24,D19,11,52
24,A18,2,53
24,B5,6,54
24,A20,2,55
24,C12,5,56
24,E4,10,57
24,F7,5,58
24,B15,12,59
24,E14,4,60
24,F19,8,61
24,D13,12,62
24,B7,5,63
24,F9,5,64
24,D15,12,65
24,E16,4,66
24,H11,5,67
24,C6,6,68
24,H19,8,69
24,D9,5,70
24,G16,4,71
24,F17,8,72
24,H13,4,73
24,D3,9,74
24,B3,9,75
24,A4,2,76
24,A8,5,77
24,G17,4,78
24,F1,3,79
24,D1,9,80
24,B13,12,81
24,C4,6,82
24,E12,4,83
25,C8,5,1
25,C16,8,2
25,D7,5,3
25,D11,12,4
25,F11,4,5
25,A18,2,6
25,C12,12,7
25,B15,12,8
25,H17,8,9
25,A16,2,10
25,B5,6,11
25,A14,2,12
25,F3,10,13
25,G4,10,14
25,G8,5,15
25,H5,1,16
25,E4,10,17
25,E14,4,18
25,A2,2,19
25,D19,11,20
25,A20,2,21
25,G18,8,22
25,D13,12,23
25,H1,10,24
25,D5,10,25
25,B9,12,26
25,G2,10,27
25,D17,8,28
25,C2,7,29
25,E8,5,30
25,A6,6,31
25,F15,4,32
25,E18,8,33
25,C10,12,34
25,G6,10,35
25,A12,2,36
25,H15,4,37
25,G20,8,38
25,C18,10,39
25,B17,2,40
25,A10,12,41
25,H7,1,42
25,F7,5,43
25,F19,11,44
25,E20,11,45
25,C3,6,46
25,G14,4,47
25,C20,11,48
25,E6,5,49
25,B11,12,50
25,G10,5,51
25,B7,5,52
25,E16,8,53
25,H19,8,54
25,F17,8,55
25,F9,5,56
25,H11,5,57
25,D9,5,58
25,F1,3,59
25,C4,9,60
25,A8,12,61
25,D1,11,62
25,E12,12,63
25,B3,11,64
25,G17,8,65
25,B13,12,66
25,A4,2,67
25,H13,4,68
25,D15,12,69
25,C6,6,70
25,G16,8,71
25,D3,11,72
25,F5,10,73
25,B1,11,74
25,G12,4,75
25,E10,12,76
25,E2,3,77
25,C14,12,78
25,B2,11,79
25,F13,4,80
25,H3,10,81
25,B19,11,82
25,H9,5,83
