subject,Language,thing,color,
41,Spanish,carrot,9,
41,Spanish,tomato,3,
41,Spanish,focal red,F1,
41,Spanish,focal blue,H15,
41,Spanish,focal green,H10,
41,Spanish,focal yellow,B5,
41,Spanish,focal grey,,
41,Spanish,focal purple / violet,H18,
41,Spanish,focal orange,E2,
41,Spanish,focal brown,H3,
41,Spanish,focal pink,F20,
41,Spanish,focal celeste,E14,
42,Spanish,cloud,2,
42,Spanish,dirt,10,
42,Spanish,grass / leaf,5,
42,Spanish,hair,1,
42,Spanish,teeth,2,
42,Spanish,rice,2,
42,Spanish,unripe bananas,5,
42,Spanish,ripe banana,6,
42,Spanish,sky,4,
42,Spanish,corn,2,
42,Spanish,yuca (inside),2,
42,Spanish,yuca (outside),10,
42,Spanish,blood,3,
42,Spanish,fire,3,
42,Spanish,carrot,9,
42,Spanish,tomato,3,
42,Spanish,focal red,G1,
42,Spanish,focal blue,G14,
42,Spanish,focal green,G9,
42,Spanish,focal yellow,D5,
42,Spanish,focal grey,,
42,Spanish,focal purple / violet,G16,
42,Spanish,focal orange,E3,
42,Spanish,focal brown,H4,
42,Spanish,focal pink,F20,
42,Spanish,focal celeste,E14,
43,Spanish,cloud,12,
43,Spanish,dirt,10,
43,Spanish,grass / leaf,5,
43,Spanish,hair,1,
43,Spanish,teeth,2,
43,Spanish,rice,2,
43,Spanish,unripe bananas,5,
43,Spanish,ripe banana,6,
43,Spanish,sky,2,
43,Spanish,corn,2,
43,Spanish,yuca (inside),2,
43,Spanish,yuca (outside),10,
43,Spanish,blood,3,
43,Spanish,fire,3,
43,Spanish,carrot,9,
43,Spanish,tomato,3,
43,Spanish,focal red,F1,
43,Spanish,focal blue,G15,
43,Spanish,focal green,H10,
43,Spanish,focal yellow,C5,
43,Spanish,focal grey,,
43,Spanish,focal purple / violet,H16,
43,Spanish,focal orange,E3,
43,Spanish,focal brown,H4,
43,Spanish,focal pink,F20,
43,Spanish,focal celeste,G13,
44,Spanish,cloud,2,
44,Spanish,dirt,10,
44,Spanish,grass / leaf,5,
44,Spanish,hair,1,
44,Spanish,teeth,2,
44,Spanish,rice,2,
44,Spanish,unripe bananas,5,
44,Spanish,ripe banana,6,
44,Spanish,sky,12,
44,Spanish,corn,2,
44,Spanish,yuca (inside),2,
44,Spanish,yuca (outside),10,
44,Spanish,blood,3,
44,Spanish,fire,3,
44,Spanish,carrot,9,
44,Spanish,tomato,3,
44,Spanish,focal red,F1,
44,Spanish,focal blue,H15,
44,Spanish,focal green,H11,
44,Spanish,focal yellow,B6,
44,Spanish,focal grey,,
44,Spanish,focal purple / violet,H16,
44,Spanish,focal orange,E2,
44,Spanish,focal brown,H3,
44,Spanish,focal pink,C20,
44,Spanish,focal celeste,E14,
45,Spanish,cloud,4,
45,Spanish,dirt,10,
45,Spanish,grass / leaf,5,
45,Spanish,hair,1,
45,Spanish,teeth,2,
45,Spanish,rice,2,
45,Spanish,unripe bananas,5,
45,Spanish,ripe banana,6,
45,Spanish,sky,4,
45,Spanish,corn,2,
45,Spanish,yuca (inside),2,
45,Spanish,yuca (outside),10,
45,Spanish,blood,3,
45,Spanish,fire,3,
45,Spanish,carrot,9,
45,Spanish,tomato,3,
45,Spanish,focal red,F1,
45,Spanish,focal blue,F14,
45,Spanish,focal green,E8,
45,Spanish,focal yellow,C4,
45,Spanish,focal grey,,
45,Spanish,focal purple / violet,F17,
45,Spanish,focal orange,D2,
45,Spanish,focal brown,G3,
45,Spanish,focal pink,D20,
45,Spanish,focal celeste,E15,
46,Spanish,cloud,4,
46,Spanish,dirt,10,
46,Spanish,grass / leaf,5,
46,Spanish,hair,1,
46,Spanish,teeth,2,
46,Spanish,rice,2,
46,Spanish,unripe bananas,5,
46,Spanish,ripe banana,6,
46,Spanish,sky,4,
46,Spanish,corn,2,
46,Spanish,yuca (inside),2,
46,Spanish,yuca (outside),10,
46,Spanish,blood,3,
46,Spanish,fire,3,
46,Spanish,carrot,9,
46,Spanish,tomato,3,
46,Spanish,focal red,G1,
46,Spanish,focal blue,H15,
46,Spanish,focal green,E8,
46,Spanish,focal yellow,B5,
46,Spanish,focal grey,,
46,Spanish,focal purple / violet,H18,
46,Spanish,focal orange,E2,
46,Spanish,focal brown,H3,
46,Spanish,focal pink,D20,
46,Spanish,focal celeste,E14,
47,Spanish,cloud,2,
47,Spanish,dirt,10,
47,Spanish,grass / leaf,5,
47,Spanish,hair,1,
47,Spanish,teeth,2,
47,Spanish,rice,2,
47,Spanish,unripe bananas,5,
47,Spanish,ripe banana,6,
47,Spanish,sky,4,
47,Spanish,corn,2,
47,Spanish,yuca (inside),2,
47,Spanish,yuca (outside),10,
47,Spanish,blood,3,
47,Spanish,fire,3,
47,Spanish,carrot,9,
47,Spanish,tomato,3,
47,Spanish,focal red,F1,
47,Spanish,focal blue,G15,
47,Spanish,focal green,F9,
47,Spanish,focal yellow,B6,
47,Spanish,focal grey,,
47,Spanish,focal purple / violet,G16,
47,Spanish,focal orange,E2,
47,Spanish,focal brown,H3,
47,Spanish,focal pink,B20,
47,Spanish,focal celeste,C14,
48,Spanish,cloud,2,
48,Spanish,dirt,10,
48,Spanish,grass / leaf,5,
48,Spanish,hair,1,
48,Spanish,teeth,2,
48,Spanish,rice,2,
48,Spanish,unripe bananas,5,
48,Spanish,ripe banana,6,
48,Spanish,sky,4,
48,Spanish,corn,2,
48,Spanish,yuca (inside),2,
48,Spanish,yuca (outside),10,
48,Spanish,blood,3,
48,Spanish,fire,3,
48,Spanish,carrot,9,
48,Spanish,tomato,3,
48,Spanish,focal red,F1,
48,Spanish,focal blue,H15,
48,Spanish,focal green,H10,
48,Spanish,focal yellow,B5,
48,Spanish,focal grey,,
48,Spanish,focal purple / violet,H16,
48,Spanish,focal orange,E2,
48,Spanish,focal brown,H3,
48,Spanish,focal pink,D19,
48,Spanish,focal celeste,E15,
49,Spanish,cloud,4,
49,Spanish,dirt,10,
49,Spanish,grass / leaf,5,
49,Spanish,hair,1,
49,Spanish,teeth,2,
49,Spanish,rice,2,
49,Spanish,unripe bananas,5,
49,Spanish,ripe banana,6,
49,Spanish,sky,4,
49,Spanish,corn,2,
49,Spanish,yuca (inside),2,
49,Spanish,yuca (outside),10,
49,Spanish,blood,3,
49,Spanish,fire,3,
49,Spanish,carrot,9,
49,Spanish,tomato,3,
49,Spanish,focal red,F1,
49,Spanish,focal blue,F15,
49,Spanish,focal green,H10,
49,Spanish,focal yellow,B5,
49,Spanish,focal grey,,
49,Spanish,focal purple / violet,G17,
49,Spanish,focal orange,C3,
49,Spanish,focal brown,G3,
49,Spanish,focal pink,C20,
49,Spanish,focal celeste,C14,
50,Spanish,cloud,4,
50,Spanish,dirt,10,
50,Spanish,grass / leaf,5,
50,Spanish,hair,1,
50,Spanish,teeth,2,
50,Spanish,rice,2,
50,Spanish,unripe bananas,5,
50,Spanish,ripe banana,6,
50,Spanish,sky,4,
50,Spanish,corn,6,
50,Spanish,yuca (inside),2,
50,Spanish,yuca (outside),10,
50,Spanish,blood,3,
50,Spanish,fire,3,
50,Spanish,carrot,9,
50,Spanish,tomato,3,
50,Spanish,focal red,F1,
50,Spanish,focal blue,G14,
50,Spanish,focal green,G9,
50,Spanish,focal yellow,B6,
50,Spanish,focal grey,,
50,Spanish,focal purple / violet,H16,
50,Spanish,focal orange,C3,
50,Spanish,focal brown,G3,
50,Spanish,focal pink,D19,
50,Spanish,focal celeste,E14,
51,Spanish,cloud,12,HERE
51,Spanish,dirt,10,
51,Spanish,grass / leaf,5,
51,Spanish,hair,1,
51,Spanish,teeth,2,
51,Spanish,rice,2,
51,Spanish,unripe bananas,5,
51,Spanish,ripe banana,6,
51,Spanish,sky,12,
51,Spanish,corn,2,
51,Spanish,yuca (inside),2,
51,Spanish,yuca (outside),10,
51,Spanish,blood,3,
51,Spanish,fire,3,
51,Spanish,carrot,9,
51,Spanish,tomato,3,
51,Spanish,focal red,F1,
51,Spanish,focal blue,H15,
51,Spanish,focal green,H10,
51,Spanish,focal yellow,B5,
51,Spanish,focal grey,,
51,Spanish,focal purple / violet,H16,
51,Spanish,focal orange,E2,
51,Spanish,focal brown,H2,
51,Spanish,focal pink,D1,
51,Spanish,focal celeste,E14,
52,Spanish,cloud,12,
52,Spanish,dirt,10,
52,Spanish,grass / leaf,5,
52,Spanish,hair,1,
52,Spanish,teeth,2,
52,Spanish,rice,2,
52,Spanish,unripe bananas,5,
52,Spanish,ripe banana,6,
52,Spanish,sky,12,
52,Spanish,corn,2,
52,Spanish,yuca (inside),2,
52,Spanish,yuca (outside),10,
52,Spanish,blood,3,
52,Spanish,fire,3,
52,Spanish,carrot,9,
52,Spanish,tomato,3,
52,Spanish,focal red,F1,
52,Spanish,focal blue,H15,
52,Spanish,focal green,H10,
52,Spanish,focal yellow,B5,
52,Spanish,focal grey,,
52,Spanish,focal purple / violet,H16,
52,Spanish,focal orange,E2,
52,Spanish,focal brown,H2,
52,Spanish,focal pink,D1,
52,Spanish,focal celeste,E14,
53,Spanish,cloud,12,
53,Spanish,dirt,10,
53,Spanish,grass / leaf,5,
53,Spanish,hair,1,
53,Spanish,teeth,2,
53,Spanish,rice,2,
53,Spanish,unripe bananas,5,
53,Spanish,ripe banana,6,
53,Spanish,sky,12,
53,Spanish,corn,2,
53,Spanish,yuca (inside),2,
53,Spanish,yuca (outside),10,
53,Spanish,blood,3,
53,Spanish,fire,3,
53,Spanish,carrot,9,
53,Spanish,tomato,3,
53,Spanish,focal red,F1,
53,Spanish,focal blue,H15,
53,Spanish,focal green,H10,
53,Spanish,focal yellow,B5,
53,Spanish,focal grey,,
53,Spanish,focal purple / violet,H16,
53,Spanish,focal orange,E2,
53,Spanish,focal brown,H2,
53,Spanish,focal pink,D1,
53,Spanish,focal celeste,E14,
54,Spanish,cloud,12,
54,Spanish,dirt,10,
54,Spanish,grass / leaf,5,
54,Spanish,hair,1,
54,Spanish,teeth,2,
54,Spanish,rice,2,
54,Spanish,unripe bananas,5,
54,Spanish,ripe banana,6,
54,Spanish,sky,12,
54,Spanish,corn,2,
54,Spanish,yuca (inside),2,
54,Spanish,yuca (outside),10,
54,Spanish,blood,3,
54,Spanish,fire,3,
54,Spanish,carrot,9,
54,Spanish,tomato,3,
54,Spanish,focal red,F1,
54,Spanish,focal blue,H15,
54,Spanish,focal green,H10,
54,Spanish,focal yellow,B5,
54,Spanish,focal grey,,
54,Spanish,focal purple / violet,H16,
54,Spanish,focal orange,E2,
54,Spanish,focal brown,H2,
54,Spanish,focal pink,D1,
54,Spanish,focal celeste,E14,
55,Spanish,cloud,12,
55,Spanish,dirt,10,
55,Spanish,grass / leaf,5,
55,Spanish,hair,1,
55,Spanish,teeth,2,
55,Spanish,rice,2,
55,Spanish,unripe bananas,5,
55,Spanish,ripe banana,6,
55,Spanish,sky,12,
55,Spanish,corn,2,
55,Spanish,yuca (inside),2,
55,Spanish,yuca (outside),10,
55,Spanish,blood,3,
55,Spanish,fire,3,
55,Spanish,carrot,9,
55,Spanish,tomato,3,
55,Spanish,focal red,F1,
55,Spanish,focal blue,H15,
55,Spanish,focal green,H10,
55,Spanish,focal yellow,B5,
55,Spanish,focal grey,,
55,Spanish,focal purple / violet,H16,
55,Spanish,focal orange,E2,
55,Spanish,focal brown,H2,
55,Spanish,focal pink,D1,
55,Spanish,focal celeste,E14,
56,Spanish,cloud,12,
56,Spanish,dirt,10,
56,Spanish,grass / leaf,5,
56,Spanish,hair,1,
56,Spanish,teeth,2,
56,Spanish,rice,2,
56,Spanish,unripe bananas,5,
56,Spanish,ripe banana,6,
56,Spanish,sky,12,
56,Spanish,corn,2,
56,Spanish,yuca (inside),2,
56,Spanish,yuca (outside),10,
56,Spanish,blood,3,
56,Spanish,fire,3,
56,Spanish,carrot,9,
56,Spanish,tomato,3,
56,Spanish,focal red,F1,
56,Spanish,focal blue,H15,
56,Spanish,focal green,H10,
56,Spanish,focal yellow,B5,
56,Spanish,focal grey,,
56,Spanish,focal purple / violet,H16,
56,Spanish,focal orange,E2,
56,Spanish,focal brown,H2,
56,Spanish,focal pink,D1,
56,Spanish,focal celeste,E14,
57,Spanish,cloud,12,
57,Spanish,dirt,10,
57,Spanish,grass / leaf,5,
57,Spanish,hair,1,
57,Spanish,teeth,2,
57,Spanish,rice,2,
57,Spanish,unripe bananas,5,
57,Spanish,ripe banana,6,
57,Spanish,sky,12,
57,Spanish,corn,2,
57,Spanish,yuca (inside),2,
57,Spanish,yuca (outside),10,
57,Spanish,blood,3,
57,Spanish,fire,3,
57,Spanish,carrot,9,
57,Spanish,tomato,3,
57,Spanish,focal red,F1,
57,Spanish,focal blue,H15,
57,Spanish,focal green,H10,
57,Spanish,focal yellow,B5,
57,Spanish,focal grey,,
57,Spanish,focal purple / violet,H16,
57,Spanish,focal orange,E2,
57,Spanish,focal brown,H2,
57,Spanish,focal pink,D1,
57,Spanish,focal celeste,E14,
58,Spanish,cloud,12,
58,Spanish,dirt,10,
58,Spanish,grass / leaf,5,
58,Spanish,hair,1,
58,Spanish,teeth,2,
58,Spanish,rice,2,
58,Spanish,unripe bananas,5,
58,Spanish,ripe banana,6,
58,Spanish,sky,12,
58,Spanish,corn,2,
58,Spanish,yuca (inside),2,
58,Spanish,yuca (outside),10,
58,Spanish,blood,3,
58,Spanish,fire,3,
58,Spanish,carrot,9,
58,Spanish,tomato,3,
58,Spanish,focal red,F1,
58,Spanish,focal blue,H15,
58,Spanish,focal green,H10,
58,Spanish,focal yellow,B5,
58,Spanish,focal grey,,
58,Spanish,focal purple / violet,H16,
58,Spanish,focal orange,E2,
58,Spanish,focal brown,H2,
58,Spanish,focal pink,D1,
58,Spanish,focal celeste,E14,
59,Spanish,cloud,12,
59,Spanish,dirt,10,
59,Spanish,grass / leaf,5,
59,Spanish,hair,1,
59,Spanish,teeth,2,
59,Spanish,rice,2,
59,Spanish,unripe bananas,5,
59,Spanish,ripe banana,6,
59,Spanish,sky,12,
59,Spanish,corn,2,
59,Spanish,yuca (inside),2,
59,Spanish,yuca (outside),10,
59,Spanish,blood,3,
59,Spanish,fire,3,
59,Spanish,carrot,9,
59,Spanish,tomato,3,
59,Spanish,focal red,F1,
59,Spanish,focal blue,H15,
59,Spanish,focal green,H10,
59,Spanish,focal yellow,B5,
59,Spanish,focal grey,,
59,Spanish,focal purple / violet,H16,
59,Spanish,focal orange,E2,
59,Spanish,focal brown,H2,
59,Spanish,focal pink,D1,
59,Spanish,focal celeste,E14,
60,Spanish,cloud,12,
60,Spanish,dirt,10,
60,Spanish,grass / leaf,5,
60,Spanish,hair,1,
60,Spanish,teeth,2,
60,Spanish,rice,2,
60,Spanish,unripe bananas,5,
60,Spanish,ripe banana,6,
60,Spanish,sky,12,
60,Spanish,corn,2,
60,Spanish,yuca (inside),2,
60,Spanish,yuca (outside),10,
60,Spanish,blood,3,
60,Spanish,fire,3,
60,Spanish,carrot,9,
60,Spanish,tomato,3,
60,Spanish,focal red,F1,
60,Spanish,focal blue,H15,
60,Spanish,focal green,H10,
60,Spanish,focal yellow,B5,
60,Spanish,focal grey,,
60,Spanish,focal purple / violet,H16,
60,Spanish,focal orange,E2,
60,Spanish,focal brown,H2,
60,Spanish,focal pink,D1,
60,Spanish,focal celeste,E14,
