subject,order,color_object label,response,Isabel Time,Rashida Time
1719,1,H17,1,2.62,3
1719,2,H9,5,2.64,2
1719,3,G14,4,10.65,10.9
1719,4,G4,9,2.97,3.56
1719,5,B4,pacnas,3.40,1.86
1719,6,B1,3,16.10,15.8
1719,7,H7,1,3.10,2.48
1719,8,A16,2,2.30,1.45
1719,9,F1,3,2.63,1.41
1719,10,F9,5,2.76,2.6
1719,11,D5,5,6.59,6.26
1719,12,B13,5,9.33,9.33
1719,13,F5,9,3.54,3.08
1719,14,F13,5,3.47,3.4
1719,15,F17,8,4.43,3.7
1720,,banana,pe're,2.28,0.88
1720,,tomato,tomati,0.72,0.58
1720,,cup,vaso,0.88,0.73
1720,,comb,petsi,0.62,0.6
1720,,leaf,shan,1.16,0.88
1720,,fan,fijfity,0.97,0.5
1720,,stick,shiru',0.80,0.66
1720,,rock,mij,0.68,0.75
1720,1,B1,12,1.45,2.03
1720,2,H7,1,0.64,1.18
1720,3,G4,7,2.59,2.81
1720,4,F5,12,6.16,6.36
1720,5,F13,5,5.17,4.78
1720,6,H17,12,2.01,1.8
1720,7,H9,5,2.61,2.38
1720,8,A16,2,1.44,1.53
1720,9,F17,12,1.65,1.31
1720,10,B4,vaseyesei,3.78,3.93
1720,11,G14,12,3.57,3.58
1720,12,F1,3,1.92,1.68
1720,13,F9,5,2.88,2.3
1720,14,D5,12,2.28,2.08
1720,15,B13,12,4.37,4.73
1721,,banana,pe're,0.57,0.33
1721,,tomato,tomati,0.83,0.5
1721,,cup,vaso,0.75,0.48
1721,,comb,petsi,0.45,0.65
1721,,leaf,shan,0.94,0.58
1721,,fan,fijfity,0.50,0.48
1721,,stick,shiru',1.07,0.91
1721,,rock,mij,0.62,0.21
1721,1,A16,2,0.86,1.6
1721,2,F17,6,5.92,5.51
1721,3,B4,maraca,3.95,3.91
1721,4,G14,5,3.15,2.76
1721,5,F1,3,1.60,1.53
1721,6,F9,5,2.88,2.71
1721,7,D5,6,9.59,7.83
1721,8,B13,7,4.70,3.76
1721,9,F5,10,9.31,8.91
1721,10,B1,3,10.81,8.86
1721,11,H7,5,6.90,5.51
1721,12,G4,10,3.47,3.08
1721,13,F13,5,1.50,2.16
1721,14,H17,8,3.92,3.86
1721,15,H9,5,1.18,1.55
1722,1,A16,2,1.63,1.48
1722,2,F17,8,1.91,2.55
1722,3,B4,12,2.41,2.1
1722,4,G14,4,4.79,3.86
1722,5,F1,3,2.88,1.61
1722,6,F9,5,2.33,1.43
1722,7,D5,washes,3.26,2.63
1722,8,B13,5,4.69,5.26
1722,9,F5,7,6.86,6.33
1722,10,B1,maraca,3.83,3.68
1722,11,H7,1,2.22,2.25
1722,12,G4,10,3.72,2.86
1722,13,F13,4,5.76,5.2
1722,14,H17,8,1.71,1.4
1722,15,H9,5,2.00,1.96
1723,,banana,pe're,1.24,1.28
1723,,tomato,tomati,0.78,0.5
1723,,cup,vaso,1.69,0.5
1723,,comb,petsi,0.95,0.48
1723,,leaf,shan,0.91,0.8
1723,,fan,fijfity,1.80,1.32
1723,,stick,shiru',1.03,1.15
1723,,rock,mij,0.88,0.89
1723,1,F1,3,0.77,0.9
1723,2,A16,2,1.47,1.7
1723,3,F9,5,1.87,1.66
1723,4,H9,6,2.97,2.88
1723,5,F17,12,2.15,2.51
1723,6,F5,washes,2.78,2.98
1723,7,B4,maraca,2.61,2.5
1723,8,G4,10,3.43,3
1723,9,B1,12,3.07,2.58
1723,10,H7,5,2.52,2.71
1723,11,F13,12,3.59,3.44
1723,12,H17,10,3.88,3.6
1723,13,D5,12,2.57,2.46
1723,14,G14,5,1.17,1.46
1723,15,B13,2,1.10,1.43
1724,,banana,pe're,0.83,0.7
1724,,tomato,tomati,0.64,0.56
1724,,cup,tasa,0.72,0.88
1724,,comb,petsi,0.73,0.63
1724,,leaf,shan,0.81,0.6
1724,,fan,fijfity,0.76,0.81
1724,,stick,shiru',0.84,0.75
1724,,rock,mij,0.49,0.4
1724,1,H9,5,1.76,1.5
1724,2,F1,3,1.16,1.12
1724,3,F5,10,2.16,2
1724,4,B4,maraca,1.94,1.95
1724,5,G4,10,2.51,1.83
1724,6,B1,2,1.93,1.71
1724,7,H7,5,2.56,2.34
1724,8,D5,wasejesei,3.81,3.03
1724,9,G14,5,5.05,4.9
1724,10,A16,2,1.50,1.6
1724,11,F9,5,0.84,1.5
1724,12,F17,ifo,12.62,12
1724,13,F13,5,1.93,2.76
1724,14,H17,8,7.93,7.98
1724,15,B13,2,1.61,1.7
1725,,banana,pe're,0.81,0.55
1725,,tomato,tomati,0.81,0.75
1725,,cup,tasa,0.76,0.46
1725,,comb,petsi,1.02,0.66
1725,,leaf,shan paya,1.70,1.9
1725,,fan,fijfity,1.07,0.68
1725,,stick,shiru',0.59,0.89
1725,,rock,mij,0.83,0.64
1725,1,H9,5,2.60,2.15
1725,2,F1,3,1.21,1.62
1725,3,F5,pacnas,3.02,2.9
1725,4,B4,wasejesei,3.30,3.06
1725,5,G4,pacnas,4.03,3.83
1725,6,B1,vapeo,7.77,7.93
1725,7,H7,5,3.05,2.23
1725,8,D5,wasejesei,7.65,5.36
1725,9,G14,5,3.10,1.78
1725,10,A16,2,1.94,1.63
1725,11,F9,5,2.93,2.5
1725,12,F17,pacnas,7.92,7.45
1725,13,F13,5,1.65,1.48
1725,14,H17,pacnas,4.64,4.68
1725,15,B13,5,4.29,4.18
1726,,banana,pe're,0.86,0.73
1726,,tomato,tomati,0.76,0.56
1726,,cup,vaso,0.83,0.65
1726,,comb,petsi,0.72,0.5
1726,,leaf,paya,1.21,1
1726,,fan,fijfity,0.88,0.78
1726,,stick,shiru',2.23,2.28
1726,,rock,mij,0.73,0.55
1726,1,H9,5,6.32,6.1
1726,2,F1,3,0.96,1.3
1726,3,F5,12,3.53,3.3
1726,4,B4,wasejesei,5.00,3.88
1726,5,G4,1,3.67,3.25
1726,6,B1,12,6.08,5.5
1726,7,H7,1,2.90,2.53
1726,8,D5,12,2.18,2.18
1726,9,G14,5,4.21,3.9
1726,10,A16,2,2.51,2.13
1726,11,F9,5,2.40,2.3
1726,12,F17,12,5.42,5.21
1726,13,F13,5,1.90,1.86
1726,14,H17,12,4.58,4.28
1726,15,B13,5,3.69,2.73
1727,,banana,pe're,1.47,1
1727,,tomato,tomati,1.23,0.95
1727,,cup,vaso,2.14,1.9
1727,,comb,petsi,0.92,0.8
1727,,leaf,shan,1.02,0.7
1727,,fan,fijfity,1.10,1.5
1727,,stick,shiru',1.03,1.05
1727,,rock,mij,1.85,0.95
1727,1,G14,5,4.98,4.1
1727,2,H9,5,2.04,2.78
1727,3,F1,3,1.76,1.63
1727,4,F13,5,1.70,2.23
1727,5,H7,10,3.78,3.84
1727,6,D5,wasejesei,3.99,3.58
1727,7,F5,10,4.45,3.65
1727,8,H17,8,4.57,4.5
1727,9,B4,wasejesei,1.90,3.01
1727,10,F9,5,2.85,2.65
1727,11,A16,2,3.41,3.4
1727,12,G4,10,2.84,2.13
1727,13,F17,8,6.00,5.55
1727,14,B13,5,4.94,5.1
1727,15,B1,2,3.50,3.21
1728,,banana,pe're,0.90,0.43
1728,,tomato,tomati,2.82,1.96
1728,,cup,tasa,2.48,1.9
1728,,comb,petsi,0.80,0.31
1728,,leaf,shan,0.94,0.65
1728,,fan,fijfity,0.80,0.8
1728,,stick,shiru',1.27,0.76
1728,,rock,mij,0.84,0.33
1728,1,H9,5,1.74,1.36
1728,2,F1,3,1.76,1.15
1728,3,F13,5,6.71,3.65
1728,4,H7,1,3.29,3.11
1728,5,D5,9,6.16,5.9
1728,6,F5,1,5.76,5.5
1728,7,H17,4,3.75,3
1728,8,B4,9,11.49,11.3
1728,9,F9,5,1.72,1.6
1728,10,A16,2,2.26,1.67
1728,11,G4,9,5.74,4.78
1728,12,F17,4,5.21,6.14
1728,13,B13,5,4.29,2.71
1728,14,B1,9,3.61,2.71
1728,15,G14,5,2.33,1.81
1729,,banana,pe're,1.13,0.65
1729,,tomato,tomati,1.96,1.93
1729,,cup,tasa,1.21,0.6
1729,,comb,petsi,1.18,0.55
1729,,leaf,paya,1.55,1.03
1729,,fan,fijfity,1.63,0.65
1729,,stick,shiru',1.76,1.2
1729,,rock,mij,1.88,1.34
1729,1,G4,cakejesei,2.89,2.21
1729,2,F17,3,4.48,4.55
1729,3,F9,5,2.20,1.7
1729,4,B13,5,2.79,2.51
1729,5,B4,washes,2.04,1.88
1729,6,D5,6,4.23,6.9
1729,7,A16,2,1.59,1.48
1729,8,F5,cakejesei,7.48,7.15
1729,9,H9,5,1.85,1.9
1729,10,F1,3,3.38,1.3
1729,11,B1,3,4.00,3.4
1729,12,G14,5,2.58,2.18
1729,13,F13,5,2.62,2.17
1729,14,H7,1,2.86,2.5
1729,15,H17,3,2.80,3.15
1730,,banana,pe're,1.10,0.75
1730,,tomato,tomati,0.73,0.5
1730,,cup,vaso,1.31,0.86
1730,,comb,petsi,0.99,0.68
1730,,leaf,shan,1.10,1.2
1730,,fan,fijfity,1.23,0.8
1730,,stick,shiru',2.10,3.2
1730,,rock,mij,1.31,1.08
1730,1,D5,12,2.45,2.5
1730,2,F13,5,1.96,1.7
1730,3,F17,8,2.80,2.15
1730,4,F9,5,2.16,1.5
1730,5,B4,jojodyesei,3.57,3.3
1730,6,A16,2,3.10,2.78
1730,7,F5,12,5.80,5.51
1730,8,H9,nicas,4.59,4.66
1730,9,F1,3,1.88,1.43
1730,10,B1,batas,3.87,4
1730,11,G14,nicas,13.10,11.26
1730,12,H7,batas,2.01,2.18
1730,13,H17,8,1.47,1
1730,14,B13,12,2.42,2.3
1730,15,G4,1,5.47,5.46
1731,,banana,pe're,1.89,0.88
1731,,tomato,tomati,1.32,0.55
1731,,cup,tasa,1.87,1.52
1731,,comb,petsi,0.84,0.45
1731,,leaf,shan,0.99,0.35
1731,,fan,fijfity,1.26,0.48
1731,,stick,shiru',2.04,1.08
1731,,rock,mij,0.91,0.78
1731,1,D5,wasejesei,2.27,2.06
1731,2,F13,1,8.52,8.6
1731,3,F17,10,5.27,5
1731,4,F9,5,3.54,3.12
1731,5,B4,wasejesei,10.41,9.81
1731,6,A16,2,2.62,2.55
1731,7,F5,10,3.23,3.2
1731,8,H9,1,8.33,7.8
1731,9,F1,3,1.89,1.4
1731,10,B1,10,5.88,5.26
1731,11,G14,1,10.40,10.01
1731,12,H7,bocajesei,4.50,4.8
1731,13,H17,10,6.54,6.26
1731,14,B13,5,8.23,7.95
1731,15,G4,10,2.96,2.78
1732,,banana,pe're,0.80,0.4
1732,,tomato,tomati,0.65,0.38
1732,,cup,vaso,1.18,1
1732,,comb,petsi,0.96,0.59
1732,,leaf,shan,1.04,0.76
1732,,fan,fijfity,1.34,0.56
1732,,stick,shiru',0.99,1.01
1732,,rock,mij,0.97,0.63
1732,1,G4,10,2.71,3.7
1732,2,F9,5,2.55,2.21
1732,3,B1,3,4.80,4.01
1732,4,G14,5,3.60,2.9
1732,5,H7,1,5.36,17.87
1732,6,F5,5,5.04,6.03
1732,7,H9,5,2.80,2
1732,8,H17,10,5.31,4.38
1732,9,B13,5,3.64,3.4
1732,10,D5,12,3.00,3.34
1732,11,F1,3,2.58,2.2
1732,12,F13,5,2.08,1.46
1732,13,F17,10,6.29,5.4
1732,14,B4,ifo,7.14,7.25
1732,15,A16,2,2.05,1.74
1733,,banana,pe're,0.73,0.68
1733,,tomato,tomati,0.72,0.65
1733,,cup,tasa,0.76,0.6
1733,,comb,petsi,0.68,0.2
1733,,leaf,shan,0.86,0.48
1733,,fan,fijfity,0.80,0.36
1733,,stick,shiru',0.57,0.23
1733,,rock,mij,1.10,0.66
1733,1,G4,5,2.95,3.26
1733,2,F9,5,4.07,3.65
1733,3,B1,3,3.30,2.71
1733,4,G14,5,2.88,2.83
1733,5,H7,8,3.26,6.3
1733,6,F5,5,3.33,3.36
1733,7,H9,hixsas,2.61,2.18
1733,8,H17,3,4.97,4.96
1733,9,B13,5,2.93,2.56
1733,10,D5,8,2.33,1.71
1733,11,F1,3,1.53,1.24
1733,12,F13,5,3.13,2.11
1733,13,F17,8,1.54,1.65
1733,14,B4,5,2.33,2.68
1733,15,A16,2,1.60,1.81
1734,,banana,pe're,1.04,0.51
1734,,tomato,tomati,1.10,0.76
1734,,cup,vaso,1.18,1.45
1734,,comb,petsi,0.89,0.51
1734,,leaf,shan,0.87,0.56
1734,,fan,fijfity,1.31,1.71
1734,,stick,shiru',1.15,0.81
1734,,rock,mij,0.86,0.68
1734,1,H17,3,3.18,3.01
1734,2,B13,5,1.98,1.65
1734,3,F13,5,4.83,4.21
1734,4,G4,10,3.52,3.01
1734,5,F17,8,3.56,2.7
1734,6,D5,12,2.20,1.4
1734,7,F9,5,2.43,1.84
1734,8,F1,3,2.20,1.51
1734,9,B4,maraca,2.67,2.65
1734,10,A16,2,1.68,1.2
1734,11,B1,12,6.69,13.38
1734,12,F5,10,3.85,3.44
1734,13,H7,1,2.14,1.6
1734,14,G14,5,2.36,1.85
1734,15,H9,5,2.44,2.74
1735,,banana,pe're,0.98,0.71
1735,,tomato,tomati,1.20,1.14
1735,,cup,vaso,1.26,0.53
1735,,comb,petsi,1.04,0.48
1735,,leaf,shan,1.13,0.76
1735,,fan,fijfity,1.55,1.4
1735,,stick,shiru',1.28,0.58
1735,,rock,mij,1.24,0.6
1735,1,B13,5,2.03,1.85
1735,2,B4,6,3.44,2.73
1735,3,B1,5,4.51,5.16
1735,4,F5,6,1.91,1.73
1735,5,H17,8,3.17,2.9
1735,6,F13,7,7.28,6.68
1735,7,G4,10,8.10,12.01
1735,8,F17,8,4.14,3.8
1735,9,D5,6,3.00,2.66
1735,10,F9,5,3.57,3.58
1735,11,A16,2,1.84,1.68
1735,12,F1,3,2.03,1.76
1735,13,H7,7,3.46,3.1
1735,14,G14,5,5.72,5.46
1735,15,H9,7,2.35,3.46
1736,,banana,pe're,0.88,0.38
1736,,tomato,tomati,0.99,0.66
1736,,cup,vaso,0.92,0.45
1736,,comb,petsi,0.47,0.3
1736,,leaf,shan,0.91,0.66
1736,,fan,fijfity,1.02,0.63
1736,,stick,shiru',1.30,1
1736,,rock,mij,0.79,0.48
1736,1,G4,4,3.93,3.8
1736,2,F17,8,33.64,33.26
1736,3,D5,6,3.33,5.8
1736,4,F9,5,2.62,2.64
1736,5,H9,5,4.45,4.02
1736,6,A16,2,1.47,1.5
1736,7,B13,4,5.49,5.65
1736,8,B4,maraca,3.04,3.6
1736,9,F1,3,1.61,1.43
1736,10,H7,1,1.56,1.64
1736,11,G14,4,6.58,6.31
1736,12,B1,cayeneyesei,6.60,6.35
1736,13,F5,4,7.29,7.03
1736,14,H17,10,13.97,13.34
1736,15,F13,4,4.74,4.25
1737,,banana,pe're,0.92,0.71
1737,,tomato,tomati,1.12,0.84
1737,,cup,vaso,1.02,0.73
1737,,comb,petsi,0.91,0.7
1737,,leaf,paya,1.10,0.8
1737,,fan,fijfity,0.72,1.05
1737,,stick,shiru',1.21,0.81
1737,,rock,mij,1.21,1.3
1737,1,B13,5,1.63,1.92
1737,2,B4,12,2.55,2.11
1737,3,F1,3,1.10,1.35
1737,4,H7,5,2.06,1.74
1737,5,G4,5,5.09,9.78
1737,6,G14,5,4.37,4.3
1737,7,F17,3,2.37,2.08
1737,8,B1,3,12.18,12
1737,9,D5,5,1.96,1.64
1737,10,F9,5,1.71,1.2
1737,11,F5,5,1.72,1.6
1737,12,H17,3,1.58,1.53
1737,13,A16,2,2.87,2.84
1737,14,F13,5,1.54,1.33
1737,15,H9,5,1.93,1.65
1738,,banana,pe're,1.34,1.2
1738,,tomato,tomati,2.03,1.6
1738,,cup,vaso,1.53,1
1738,,comb,petsi,1.50,1.15
1738,,leaf,paya,1.60,1.35
1738,,fan,fijfity,1.67,1.5
1738,,stick,shiru',1.10,0.95
1738,,rock,mij,1.50,1.3
1738,1,F5,12,3.58,7.1
1738,2,H17,3,2.90,2.96
1738,3,A16,2,1.92,7.8
1738,4,B13,12,2.84,2.55
1738,5,B4,3,3.04,2.65
1738,6,F1,3,1.71,1.65
1738,7,F17,12,1.71,1.61
1738,8,H7,4,5.81,4.7
1738,9,B1,12,2.26,1.35
1738,10,D5,4,2.12,1.8
1738,11,F9,4,3.31,2.76
1738,12,F13,12,2.64,2.73
1738,13,H9,4,2.64,2.27
1738,14,G4,12,1.53,1.38
1738,15,G14,4,0.94,1.04
1851,,banana,pe're,1.29,1.14
1851,,tomato,tomati,1.13,0.93
1851,,cup,vaso,1.60,1.22
1851,,comb,petsi,0.80,0.46
1851,,fan,fijfity,0.97,0.78
1851,,stick,shiru',1.58,1.17
1851,,rock,mij,1.19,0.83
1851,1,F1,3,2.75,5.42
1851,2,A16,2,2.06,1.68
1851,3,G14,5,3.55,3.22
1851,4,D5,boca,11.73,12.18
1851,5,F9,4,3.43,3.27
1851,6,B1,wapeo,3.28,2.95
1851,7,H7,1,2.09,2.4
1851,8,B4,6,3.07,2.18
1851,9,G4,10,3.78,3.11
1851,10,F17,8,1.96,1.93
1851,11,B13,12,3.18,3.5
1851,12,H9,5,4.77,4.07
1851,13,H17,8,2.24,1.78
1851,14,F5,boca,2.26,1.98
1851,15,F13,5,1.42,1.14
1852,,banana,pe're,0.72,0.43
1852,,tomato,tomati,0.86,0.53
1852,,cup,tasa,0.91,0.55
1852,,comb,petsi,0.99,0.56
1852,,leaf,paya,0.92,0.58
1852,,fan,fijfity,1.05,1.03
1852,,stick,shiru',2.18,1.58
1852,,rock,mij,1.08,0.66
1852,1,A16,2,1.20,1
1852,2,G14,4,2.35,1.94
1852,3,F5,7,9.60,9.2
1852,4,D5,7,2.72,2.41
1852,5,F9,4,1.90,1.58
1852,6,B1,wapeo,0.88,0.7
1852,7,H7,1,0.92,0.56
1852,8,B4,6,1.37,5.73
1852,9,F13,4,1.20,0.79
1852,10,G4,boca,1.46,1.07
1852,11,F17,boya,2.39,2.2
1852,12,B13,4,3.92,3.36
1852,13,H9,5,2.50,2.18
1852,14,F1,3,1.36,1.23
1852,15,H17,boya,1.64,1.15
1853,,banana,pe're,0.79,0.5
1853,,tomato,tomati,1.24,0.84
1853,,cup,vaso,1.29,0.86
1853,,comb,petsi,0.94,0.55
1853,,leaf,shan,1.00,0.6
1853,,fan,fijfity,1.16,0.95
1853,,stick,shuru',0.94,0.7
1853,,rock,mij,1.95,1.2
1853,1,D5,12,2.85,2.76
1853,2,A16,2,1.05,0.92
1853,3,G14,4,1.56,1.18
1853,4,F5,2,5.39,5.41
1853,5,F9,4,1.28,1
1853,6,B1,12,2.29,1.71
1853,7,H7,1,2.54,2.2
1853,8,B4,12,2.13,2.33
1853,9,F13,4,1.65,1.6
1853,10,G4,8,2.76,2.7
1853,11,F17,8,1.40,0.76
1853,12,B13,4,4.59,4.2
1853,13,H9,1,2.06,1.8
1853,14,F1,3,1.54,1.26
1853,15,H17,8,2.12,1.7
1854,,banana,pe're,2.24,2.4
1854,,tomato,tomati,1.00,0.65
1854,,cup,tasa,1.28,0.95
1854,,comb,petsi,1.18,0.93
1854,,leaf,shan paya,2.45,1.9
1854,,fan,fijfity,1.02,0.8
1854,,stick,shuru',1.42,1.01
1854,,rock,mij,1.36,0.85
1854,1,A16,2,1.76,1.6
1854,2,B13,4,1.77,1.61
1854,3,G14,4,3.65,3.3
1854,4,F5,10,2.97,2.2
1854,5,F9,5,1.88,1.4
1854,6,B1,3,1.69,1.37
1854,7,H7,1,1.71,1.4
1854,8,B4,maraca,2.89,2.84
1854,9,F13,4,3.40,1.86
1854,10,G4,10,2.00,1.75
1854,11,F17,12,8.81,8.29
1854,12,H9,5,2.27,2.5
1854,13,F1,3,0.86,0.86
1854,14,H17,4,5.27,9.36
1854,15,D5,4,4.90,4.05
1855,,banana,pe're,0.76,0.41
1855,,tomato,tomati,0.83,0.58
1855,,cup,tasa,1.29,0.85
1855,,comb,petsi,0.65,0.37
1855,,leaf,shan,0.67,0.51
1855,,fan,fijfity,0.83,0.43
1855,,stick,shiru',2.66,2.24
1855,,rock,mij,0.87,0.85
1855,1,H7,1,0.91,0.87
1855,2,B4,6,2.71,2.47
1855,3,F13,5,1.18,4.38
1855,4,A16,2,0.89,0.78
1855,5,G4,10,1.15,0.8
1855,6,F17,3,4.28,3.86
1855,7,G14,5,2.04,2.16
1855,8,F5,ifo,4.20,3.95
1855,9,F9,5,1.69,1.53
1855,10,B1,10,10.96,13.51
1855,11,H9,5,5.10,4.85
1855,12,F1,3,0.60,0.65
1855,13,H17,8,3.40,3.24
1855,14,D5,ifo,1.98,1.95
1855,15,B13,3,4.44,2.84
1856,,banana,pe're,0.85,0.62
1856,,tomato,tomati,1.05,0.73
1856,,cup,vaso,1.10,0.58
1856,,comb,petsi,0.75,0.55
1856,,leaf,shan,0.83,0.61
1856,,fan,fijfity,0.60,0.53
1856,,stick,shiru',1.39,1.15
1856,,rock,mij,0.86,0.61
1856,1,F1,3,1.07,1.18
1856,2,H17,8,1.20,0.71
1856,3,D5,7,2.18,1.9
1856,4,B13,5,3.52,3.36
1856,5,H9,5,3.31,3.03
1856,6,H7,7,2.72,2.68
1856,7,B4,12,1.84,1.53
1856,8,F13,5,4.80,4.52
1856,9,A16,2,1.27,1.3
1856,10,G4,8,1.61,1.41
1856,11,F17,8,8.05,7.95
1856,12,G14,5,1.27,1.2
1856,13,F5,7,1.66,1.4
1856,14,F9,12,1.26,1.21
1856,15,B1,7,2.46,1.98
1857,,banana,pe're,1.69,1.28
1857,,tomato,tomati,1.42,0.98
1857,,cup,vaso,0.96,0.78
1857,,comb,petsi,0.81,0.58
1857,,leaf,paya,1.28,0.73
1857,,fan,fijfity,0.70,0.38
1857,,stick,shiru',4.69,4.15
1857,,rock,mij,0.92,0.66
1857,1,H7,1,9.31,9.08
1857,2,A16,2,1.10,0.88
1857,3,G4,10,1.98,1.47
1857,4,F17,8,6.03,5.71
1857,5,G14,5,12.61,27.51
1857,6,F5,5,1.63,1.7
1857,7,F9,5,5.90,5.5
1857,8,B1,10,17.39,15.68
1857,9,B4,7,10.28,10.05
1857,10,F13,2,3.76,3.6
1857,11,F1,3,0.83,0.8
1857,12,H17,8,2.30,2
1857,13,D5,7,8.30,8.05
1857,14,B13,2,2.59,2.75
1857,15,H9,12,2.86,2.2
1858,,banana,pe're,2.39,2.36
1858,,tomato,tomati,1.02,0.77
1858,,cup,tasa,3.06,2.85
1858,,comb,petsi,0.68,0.52
1858,,leaf,shan,1.05,0.83
1858,,fan,fijfity,1.47,1.3
1858,,stick,shiru',1.08,0.95
1858,,rock,mij,1.14,0.68
1858,1,F5,6,4.90,3.9
1858,2,F9,5,1.20,1
1858,3,B1,12,4.78,3.46
1858,4,B4,6,3.10,2.78
1858,5,F13,5,4.73,4.43
1858,6,H7,1,2.06,1.85
1858,7,F1,3,1.30,0.75
1858,8,H17,8,2.38,2.16
1858,9,D5,6,1.51,1.46
1858,10,B13,5,3.61,2.65
1858,11,H9,5,1.25,1.23
1858,12,A16,2,0.80,0.65
1858,13,G4,10,2.59,2.2
1858,14,F17,8,2.14,1.8
1858,15,G14,5,2.90,2.03
1904,,banana,pe're intsij,0.89,0.75
1904,,tomato,tomati,1.02,1.01
1904,,cup,vaso,2.01,1.7
1904,,comb,petsi,1.23,0.85
1904,,leaf,paya shan,1.88,1.25
1904,,fan,fijfity,1.03,1.08
1904,,stick,shuru',1.47,1.23
1904,,rock,mij,1.12,0.8
1904,1,G4,4,2.25,2.12
1904,2,F17,vishes,2.27,2.18
1904,3,B13,12,1.53,1.38
1904,4,H9,5,1.43,1.41
1904,5,F1,3,0.89,0.93
1904,6,H17,1,2.81,2.81
1904,7,D5,6,2.94,2.6
1904,8,A16,2,1.18,1.05
1904,9,G14,5,3.06,3
1904,10,F5,vishes,2.65,2.38
1904,11,F9,5,1.63,1.06
1904,12,B1,3,2.23,1.73
1904,13,H7,1,1.66,1.29
1904,14,B4,6,1.51,1.05
1904,15,F13,4,2.58,4.7
1907,,banana,pe're,1.36,1.05
1907,,tomato,tomati,1.50,1.41
1907,,cup,vaso,1.64,1.44
1907,,comb,petsi,0.57,0.41
1907,,leaf,paya,1.90,1.07
1907,,fan,fijfity,1.17,0.65
1907,,stick,shuru',1.03,0.67
1907,,rock,mij,0.84,0.6
1907,1,B13,4,2.92,2.79
1907,2,G14,4,6.98,6.96
1907,3,F5,7,1.79,1.56
1907,4,F9,5,2.22,2.03
1907,5,B1,3,3.99,4.17
1907,6,H7,1,1.71,1.47
1907,7,B4,ifo,5.24,5.16
1907,8,F13,4,1.85,1.7
1907,9,A16,2,0.91,0.91
1907,10,G4,10,5.02,4.79
1907,11,F17,10,23.44,23.78
1907,12,H9,4,2.19,2.09
1907,13,F1,3,0.76,0.8
1907,14,H17,10,1.87,2.03
1907,15,D5,2,1.80,1.51
1909,,banana,pe're,0.57,0.28
1909,,tomato,tomati,1.45,0.94
1909,,cup,tasa,1.05,0.71
1909,,comb,petsi,0.91,0.61
1909,,leaf,shan,0.54,0.38
1909,,fan,fijfity,0.73,0.5
1909,,stick,shiru',1.16,0.83
1909,,rock,mij,1.16,0.78
1909,,H9,5,1.23,1
1909,2,H7,1,0.80,0.85
1909,3,B4,12,3.29,3.3
1909,4,F13,4,5.36,10.9
1909,5,A16,2,1.08,0.78
1909,6,G4,10,1.93,1.7
1909,7,F17,8,3.20,3.2
1909,8,G14,4,3.46,3.15
1909,9,F5,10,4.52,4.3
1909,10,F9,5,1.21,1.15
1909,11,B1,wapeo,1.48,1.18
1909,12,F1,3,1.09,0.8
1909,13,H17,8,1.74,1.65
1909,14,D5,maraca,4.20,4.16
1909,15,B13,2,6.94,6.85
1911,,banana,pe're,1.76,1.35
1911,,tomato,tomati,0.92,0.53
1911,,cup,vaso,0.88,0.73
1911,,comb,petsi,0.80,0.5
1911,,leaf,paya,1.63,1.43
1911,,fan,fijfity,0.78,0.51
1911,,stick,ton',1.34,0.84
1911,,rock,mij,0.80,0.63
1911,1,F5,5,2.25,1.85
1911,2,F9,5,0.78,0.61
1911,3,B1,12,1.45,1.18
1911,4,B4,12,2.11,2
1911,5,F13,5,0.87,0.78
1911,6,H7,12,3.24,3.4
1911,7,F1,3,0.81,0.56
1911,8,H17,8,3.52,3.5
1911,9,D5,12,2.04,1.85
1911,10,B13,bataa,2.15,1.78
1911,11,H9,5,1.60,1.53
1911,12,A16,2,1.02,0.9
1911,13,G4,10,2.87,2.54
1911,14,F17,8,2.60,2.65
1911,15,G14,5,1.85,1.35
1914,,banana,pe're,1.10,0.76
1914,,tomato,tomati,1.32,0.75
1914,,cup,tasa,0.76,0.73
1914,,comb,petsi,0.86,0.68
1914,,leaf,shan,1.50,1.48
1914,,fan,fijfity,1.05,0.69
1914,,stick,son',1.70,0.71
1914,,rock,mij,1.37,1.1
1914,1,G14,12,7.91,7.26
1914,2,H7,1,1.32,0.9
1914,3,F1,3,1.38,1.04
1914,4,H17,12,22.01,21.7
1914,5,D5,5,35.36,37.55
1914,6,B13,5,19.67,20.75
1914,7,B4,6,7.52,7.4
1914,8,F13,12,8.76,8.05
1914,9,F5,1,3.83,3.55
1914,10,H9,5,4.00,3.7
1914,11,A16,2,2.32,2.1
1914,12,G4,1,3.88,3.5
1914,13,F17,5,19.43,18.7
1914,14,B1,12,11.19,10.38
1914,15,F9,5,3.58,3.68
1951,,banana,pe're,1.66,1.2
1951,,tomato,tomati,1.44,1.01
1951,,cup,vaso,1.20,0.7
1951,,comb,petsi,1.18,0.68
1951,,leaf,shan,1.53,1.1
1951,,fan,fijfity,1.37,0.76
1951,,stick,voneye',1.34,0.96
1951,,rock,mij,1.02,0.7
1951,1,B1,12,1.98,1.72
1951,2,H7,1,1.40,1.08
1951,3,B4,5,3.88,3.5
1951,4,G4,12,2.22,2.3
1951,5,F17,5,6.62,8.02
