subject,grid_location,color,Experiment
35,D11,5,27
35,H17,8,28
35,D5,6,29
35,B17,2,30
35,G20,3,31
35,F3,18,32
35,C16,8,33
35,C12,4,34
35,F7,5,35
35,C4,6,36
35,E2,9,37
35,B19,11,38
35,G17,8,39
35,H13,5,40
35,C20,11,41
35,H7,5,42
35,A10,12,43
35,D7,5,44
35,H3,10,45
35,E20,11,46
35,A20,2,47
35,B7,5,48
35,E12,4,49
35,F9,5,50
35,G14,4,51
35,H11,5,52
35,E10,5,53
35,G10,5,54
35,B13,12,55
35,A8,5,56
35,D15,12,57
35,F13,4,58
35,A4,18,59
35,A12,12,60
35,E4,9,61
35,D9,5,62
35,C3,9,63
35,F5,10,64
35,G18,8,65
35,G4,10,66
35,A14,2,67
35,H5,10,68
35,H15,4,69
35,D1,11,70
35,C6,6,71
35,B3,9,72
35,B9,5,73
35,G12,4,74
35,A16,2,75
35,D13,12,76
35,A6,6,77
35,D3,9,78
35,E6,5,79
35,H19,8,80
35,C10,12,81
35,D17,8,82
35,B11,12,83
36,H15,4,1
36,F13,12,2
36,E4,14,3
36,F5,17,4
36,A14,2,5
36,D1,11,6
36,E14,12,7
36,F15,4,8
36,G16,8,9
36,G8,5,10
36,B1,11,11
36,B5,6,12
36,D11,5,13
36,H17,8,14
36,G20,16,15
36,D5,6,16
36,F3,10,17
36,F7,5,18
36,B17,8,19
36,C16,8,20
36,C8,5,21
36,A18,2,22
36,E18,8,23
36,F19,16,24
36,C10,5,25
36,B11,5,26
36,B9,5,27
36,D13,12,28
36,E6,7,29
36,D17,8,30
36,A8,5,31
36,A4,6,32
36,H5,1,33
36,D15,4,34
36,A12,5,35
36,C3,9,36
36,B3,9,37
36,A16,2,38
36,D3,9,39
36,D7,5,40
36,D9,5,41
36,G18,8,42
36,G14,4,43
36,G10,5,44
36,H7,1,45
36,C4,6,46
36,G17,8,47
36,C14,12,48
36,F17,8,49
36,C2,11,50
36,E16,8,51
36,C12,5,52
36,E2,3,53
36,H13,4,54
36,B19,11,55
36,C20,11,56
36,G6,7,57
36,C18,8,58
36,D19,11,59
36,A2,2,60
36,G2,16,61
36,B15,12,62
36,H19,8,63
36,G4,18,64
36,C6,6,65
36,G12,5,66
36,A6,6,67
36,H11,5,68
36,B13,12,69
36,A20,2,70
36,F9,5,71
36,E10,5,72
36,H3,10,73
36,B7,5,74
36,A10,5,75
36,E20,11,76
36,E12,12,77
36,E8,5,78
36,F11,5,79
36,H9,5,80
36,H1,16,81
36,B2,11,82
36,F1,3,83
37,D19,11,1
37,B15,12,2
37,H13,4,3
37,G6,5,4
37,A2,18,5
37,H19,8,6
37,C2,9,7
37,D3,9,8
37,G18,13,9
37,H7,5,10
37,C14,12,11
37,E16,8,12
37,H15,4,13
37,F5,5,14
37,E14,12,15
37,C8,5,16
37,F19,11,17
37,D5,6,18
37,B17,13,19
37,A18,2,20
37,H17,8,21
37,F3,10,22
37,C16,13,23
37,E18,11,24
37,G20,15,25
37,F7,5,26
37,E4,10,27
37,D1,11,28
37,G16,4,29
37,B5,6,30
37,B3,19,31
37,D7,5,32
37,G14,4,33
37,C4,6,34
37,F17,8,35
37,E12,12,36
37,H9,5,37
37,E8,5,38
37,H1,15,39
37,F11,5,40
37,B2,19,41
37,F1,3,42
37,H3,10,43
37,E20,11,44
37,B13,12,45
37,E10,5,46
37,A10,12,47
37,A6,6,48
37,A20,18,49
37,C6,6,50
37,H11,5,51
37,F9,5,52
37,B7,5,53
37,G12,4,54
37,G8,5,55
37,D11,12,56
37,F13,4,57
37,A14,2,58
37,F15,4,59
37,B1,19,60
37,C10,5,61
37,D13,12,62
37,A8,5,63
37,D15,4,64
37,B11,5,65
37,A16,2,66
37,D9,5,67
37,G10,5,68
37,G17,8,69
37,C12,12,70
37,B19,11,71
37,C18,11,72
37,G2,10,73
37,G4,10,74
37,E2,9,75
37,C20,19,76
37,E6,5,77
37,A4,18,78
37,A12,12,79
37,B9,5,80
37,D17,13,81
37,H5,1,82
37,C3,9,83
38,G20,8,1
38,D1,11,2
38,B3,19,3
38,C4,6,4
38,F7,5,5
38,B2,19,6
38,E20,11,7
38,A10,18,8
38,H1,10,9
38,D17,8,10
38,C14,12,11
38,H13,5,12
38,H19,8,13
38,G18,8,14
38,E16,13,15
38,B13,12,16
38,A6,6,17
38,G16,8,18
38,C12,5,19
38,D13,12,20
38,D7,5,21
38,F17,8,22
38,E4,10,23
38,B5,6,24
38,G14,4,25
38,E12,4,26
38,C3,9,27
38,E2,3,28
38,A4,19,29
38,H3,10,30
38,E10,5,31
38,A20,18,32
38,E8,5,33
38,C10,5,34
38,D15,12,35
38,D9,5,36
38,H15,4,37
38,C8,5,38
38,B17,15,39
38,F3,10,40
38,F5,14,41
38,C6,6,42
38,B7,5,43
38,D11,5,44
38,F15,4,45
38,H11,5,46
38,G12,5,47
38,F13,4,48
38,G2,10,49
38,C20,19,50
38,A12,18,51
38,H5,10,52
38,G4,10,53
38,E6,5,54
38,B9,5,55
38,B19,19,56
38,A8,18,57
38,A6,18,58
38,G17,8,59
38,C18,15,60
38,D19,11,61
38,G6,5,62
38,C2,19,63
38,H7,5,64
38,B15,12,65
38,A2,18,66
38,D3,9,67
38,H9,5,68
38,F11,5,69
38,F1,3,70
38,B1,19,71
38,F9,5,72
38,G8,5,73
38,A14,18,74
38,F19,8,75
38,A18,18,76
38,C16,15,77
38,E14,12,78
38,D5,14,79
38,H17,8,80
38,E18,8,81
38,B11,5,82
38,G10,5,83
39,A14,5,1
39,H19,8,2
39,B13,12,3
39,C12,12,4
39,A12,5,5
39,E6,6,6
39,A2,3,7
39,F11,12,8
39,F9,5,9
39,F19,11,10
39,D17,13,11
39,H9,5,12
39,B1,11,13
39,G16,4,14
39,D7,5,15
39,B11,12,16
39,C16,13,17
39,H17,8,18
39,G10,5,19
39,E14,12,20
39,E18,8,21
39,B7,5,22
39,H11,5,23
39,A20,2,24
39,D15,12,25
39,C8,5,26
39,F5,6,27
39,D11,12,28
39,G12,5,29
39,E8,5,30
39,D9,5,31
39,B17,13,32
39,C6,18,33
39,F15,4,34
39,F13,5,35
39,E16,8,36
39,G16,3,37
39,C4,9,38
39,E20,11,39
39,D1,11,40
39,F7,5,41
39,A10,12,42
39,B3,9,43
39,B2,18,44
39,H1,3,45
39,A16,2,46
39,D19,11,47
39,C20,11,48
39,G4,6,49
39,F17,8,50
39,G14,4,51
39,E2,3,52
39,E4,6,53
39,E12,12,54
39,A4,2,55
39,B5,6,56
39,C3,9,57
39,H3,10,58
39,G2,3,59
39,H5,5,60
39,H7,5,61
39,D3,9,62
39,C14,12,63
39,F1,3,64
39,G8,5,65
39,B15,12,66
39,A18,2,67
39,D5,6,68
39,G18,8,69
39,A6,6,70
39,D13,12,71
39,H13,4,72
39,B19,11,73
39,G17,8,74
39,G6,5,75
39,E10,5,76
39,C10,12,77
39,H15,4,78
39,F3,6,79
39,B9,12,80
39,A8,12,81
39,C18,13,82
39,C2,9,83
40,B3,11,1
40,A16,2,2
40,G4,10,3
40,E2,9,4
40,A4,19,5
40,H3,10,6
40,B2,11,7
40,B1,8,8
40,H19,8,9
40,A12,12,10
40,F11,5,11
40,D17,8,12
40,G16,4,13
40,B13,12,14
40,D9,5,15
40,F15,4,16
40,G20,8,17
40,D1,9,18
40,B17,12,19
40,F13,4,20
40,C4,6,21
40,F7,5,22
40,C6,5,23
40,E16,8,24
40,E20,11,25
40,A10,5,26
40,H7,5,27
40,F1,3,28
40,A18,2,29
40,A6,5,30
40,D3,9,31
40,G8,5,32
40,D5,5,33
40,D13,12,34
40,C14,12,35
40,B15,12,36
40,G18,8,37
40,H13,5,38
40,B11,5,39
40,G10,5,40
40,C16,8,41
40,E14,4,42
40,H11,5,43
40,F5,10,44
40,E8,5,45
40,C8,5,46
40,G12,5,47
40,H17,8,48
40,E18,8,49
40,A20,19,50
40,B7,5,51
40,D15,12,52
40,D11,5,53
40,F3,10,54
40,C18,8,55
40,G17,8,56
40,C10,5,57
40,B9,5,58
40,E6,5,59
40,F9,5,60
40,H9,5,61
40,D7,5,62
40,C2,9,63
40,G6,10,64
40,H15,4,65
40,A8,5,66
40,B19,9,67
40,E10,5,68
40,D19,11,69
40,F17,8,70
40,E4,10,71
40,B5,6,72
40,G2,11,73
40,H1,8,74
40,C20,9,75
40,G14,4,76
40,E12,5,77
40,C3,9,78
40,H5,10,79
40,A14,12,80
40,C12,12,81
40,A2,19,82
40,F19,8,83
41,D19,11,1
41,B5,6,2
41,D7,5,3
41,H15,4,4
41,E10,5,5
41,C10,5,6
41,F3,10,7
41,E14,4,8
41,G14,4,9
41,H17,8,10
41,B7,5,11
41,B15,12,12
41,B11,5,13
41,A4,19,14
41,B1,19,15
41,F11,5,16
41,B13,12,17
41,C18,8,18
41,B9,5,19
41,F9,5,20
41,E18,8,21
41,B2,19,22
41,A12,12,23
41,G16,8,24
41,A18,2,25
41,D1,3,26
41,C20,11,27
41,C3,9,28
41,C12,12,29
41,F17,8,30
41,G2,3,31
41,F15,4,32
41,B17,12,33
41,F7,5,34
41,C4,6,35
41,E16,8,36
41,H7,5,37
41,A6,6,38
41,A14,2,39
41,F19,11,40
41,G17,8,41
41,E6,5,42
41,H11,5,43
41,C8,5,44
41,D3,9,45
41,D13,12,46
41,G18,8,47
41,B3,19,48
41,E2,3,49
41,G4,10,50
41,H3,10,51
41,E20,11,52
41,F1,3,53
41,G20,11,54
41,F13,12,55
41,H9,5,56
41,G6,5,57
41,B19,19,58
41,C2,20,59
41,A8,12,60
41,D11,5,61
41,E8,5,62
41,C16,8,63
41,D5,9,64
41,A16,2,65
41,F5,5,66
41,G10,5,67
41,G8,5,68
41,C14,12,69
41,H13,4,70
41,H19,8,71
41,D17,8,72
41,D9,5,73
41,C6,5,74
41,A10,2,75
41,H5,10,76
41,A2,2,77
41,E4,9,78
41,H1,1,79
41,E12,5,80
41,G12,5,81
41,A20,2,82
41,D15,12,83
42,D15,12,1
42,E4,10,2
42,G12,4,3
42,F19,8,4
42,H11,5,5
42,C4,6,6
42,A6,6,7
42,G17,8,8
42,C8,5,9
42,G20,3,10
42,G6,5,11
42,D13,12,12
42,E14,12,13
42,B7,5,14
42,A4,19,15
42,B13,12,16
42,D7,5,17
42,C10,4,18
42,G14,4,19
42,B15,12,20
42,B1,19,21
42,D3,11,22
42,B3,11,23
42,H3,10,24
42,B17,8,25
42,E16,8,26
42,A14,12,27
42,E16,5,28
42,F7,5,29
42,H7,2,30
42,H5,2,31
42,H1,8,32
42,A20,19,33
42,A2,19,34
42,E12,12,35
42,A8,5,36
42,C16,8,37
42,D5,18,38
42,G10,5,39
42,H13,4,40
42,G8,5,41
42,H19,8,42
42,C6,5,43
42,D9,12,44
42,A10,12,45
42,F15,4,46
42,F9,5,47
42,A12,12,48
42,D1,3,49
42,C20,8,50
42,F17,8,51
42,B9,5,52
42,B2,19,53
42,E8,5,54
42,A16,2,55
42,F5,18,56
42,C14,12,57
42,C18,8,58
42,E18,8,59
42,G16,4,60
42,A18,2,61
42,C3,11,62
42,G2,3,63
42,C12,12,64
42,D17,8,65
42,D11,12,66
42,D19,11,67
42,H15,4,68
42,F3,10,69
42,H17,8,70
42,B11,12,71
42,F11,5,72
42,B5,18,73
42,E10,5,74
42,E2,3,75
42,E20,3,76
42,F13,4,77
42,B19,11,78
42,G18,8,79
42,G4,10,80
42,F1,3,81
42,H9,3,82
42,,,83
43,B13,12,1
43,G14,4,2
43,D3,9,3
43,E4,20,4
43,H11,5,5
43,G17,8,6
43,A18,2,7
43,C12,12,8
43,D19,11,9
43,E20,11,10
43,F5,10,11
43,E18,8,12
43,A12,12,13
43,F17,8,14
43,D15,12,15
43,F19,13,16
43,A6,6,17
43,G20,8,18
43,E14,12,19
43,H5,10,20
43,A2,19,21
43,C16,8,22
43,G18,8,23
43,H9,5,24
43,F13,12,25
43,G4,10,26
43,C2,9,27
43,B19,11,28
43,F1,3,29
43,B15,12,30
43,B3,9,31
43,E16,8,32
43,F7,5,33
43,C10,12,34
43,B1,11,35
43,G6,10,36
43,B7,5,37
43,H17,8,38
43,B5,6,39
43,A16,2,40
43,C18,11,41
43,F9,5,42
43,C20,11,43
43,B2,11,44
43,H3,10,45
43,A14,12,46
43,H7,10,47
43,H13,4,48
43,C6,6,49
43,H1,10,50
43,E12,12,51
43,C3,9,52
43,D17,8,53
43,F15,4,54
43,D1,11,55
43,B9,4,56
43,A20,19,57
43,A8,12,58
43,D11,12,59
43,F3,10,60
43,F11,12,61
43,E2,9,62
43,G10,5,63
43,H19,8,64
43,A10,12,65
43,G12,4,66
43,C4,9,67
43,C8,5,68
43,D13,12,69
43,A4,19,70
43,H15,4,71
43,B11,12,72
43,E10,12,73
43,G2,10,74
43,E8,5,75
43,C14,12,76
43,G16,8,77
43,B17,8,78
43,E6,10,79
43,D7,10,80
43,D5,10,81
43,G8,5,82
43,D9,12,83
44,B5,6,1
44,F9,5,2
44,E16,8,3
44,B1,8,4
44,H17,8,5
44,G17,8,6
44,D19,11,7
44,B13,12,8
44,E4,20,9
44,A18,2,10
44,A20,2,11
44,F3,20,12
44,G10,5,13
44,D9,5,14
44,H3,10,15
44,H13,4,16
44,E12,5,17
44,H1,16,18
44,D17,8,19
44,B9,5,20
44,F17,8,21
44,F19,11,22
44,E14,12,23
44,D3,6,24
44,G2,16,25
44,E8,5,26
44,C3,6,27
44,A2,2,28
44,H9,5,29
44,C2,19,30
44,B15,12,31
44,E20,11,32
44,A12,5,33
44,D15,12,34
44,G20,16,35
44,G14,4,36
44,A8,5,37
44,F11,5,38
44,H19,8,39
44,C4,6,40
44,G16,8,41
44,D1,11,42
44,C18,8,43
44,F7,5,44
44,G6,5,45
44,H5,5,46
44,H11,5,47
44,C12,5,48
44,F5,20,49
44,A10,5,50
44,C8,5,51
44,H15,4,52
44,C14,12,53
44,E6,5,54
44,G8,5,55
44,A16,2,56
44,C20,11,57
44,A14,2,58
44,C6,5,59
44,B3,19,60
44,C10,5,61
44,B7,5,62
44,G18,8,63
44,G4,10,64
44,F1,3,65
44,G12,5,66
44,D13,12,67
44,B11,5,68
44,D7,5,69
44,F15,4,70
44,B2,11,71
44,H7,5,72
44,C16,8,73
44,F13,5,74
44,B19,11,75
44,E18,8,76
44,A6,6,77
44,A4,19,78
44,E10,5,79
44,D11,5,80
44,E2,9,81
44,B17,8,82
44,D5,20,83
45,F15,4,1
45,C16,8,2
45,E18,8,3
45,E10,5,4
45,B17,19,5
45,D3,9,6
45,H13,5,7
45,D17,8,8
45,F19,16,9
45,G2,3,10
45,E12,12,11
45,B19,19,12
45,G8,5,13
45,F7,5,14
45,H11,4,15
45,A10,12,16
45,C14,12,17
45,A16,2,18
45,A14,12,19
45,C10,5,20
45,G4,10,21
45,D13,4,22
45,C6,6,23
45,B7,5,24
45,F1,3,25
45,B11,12,26
45,A4,6,27
45,D1,3,28
45,G16,4,29
45,C20,3,30
45,B3,9,31
45,G18,8,32
45,G12,4,33
45,D7,5,34
45,E2,3,35
45,G20,16,36
45,F11,4,37
45,G6,8,38
45,C12,12,39
45,C8,5,40
45,E6,16,41
45,C18,8,42
45,H5,1,43
45,F5,16,44
45,H15,4,45
45,H3,14,46
45,H1,16,47
45,F17,8,48
45,B2,19,49
45,F13,4,50
45,A6,6,51
45,D11,12,52
45,D5,6,53
45,H7,1,54
45,B9,12,55
45,E14,4,56
45,E8,5,57
45,C3,9,58
45,C2,4,59
45,A12,5,60
45,G14,12,61
45,D19,8,62
45,A18,2,63
45,G10,5,64
45,F9,5,65
45,D15,12,66
45,A8,5,67
45,C4,8,68
45,H9,5,69
45,E20,16,70
45,B5,6,71
45,B1,12,72
45,H19,16,73
45,A2,12,74
45,B15,4,75
45,H17,8,76
45,B13,4,77
45,A20,2,78
45,D9,5,79
45,E16,8,80
45,G17,16,81
45,E4,6,82
45,F3,14,83
46,C8,5,1
46,H5,10,2
46,H3,16,3
46,B2,11,4
46,E6,5,5
46,F5,20,6
46,E12,12,7
46,E18,8,8
46,D3,9,9
46,F19,16,10
46,B19,11,11
46,D1,11,12
46,B3,11,13
46,D7,5,14
46,F11,4,15
46,G16,8,16
46,G18,8,17
46,E2,9,18
46,G6,5,19
46,C20,11,20
46,G2,16,21
46,C16,12,22
46,B17,12,23
46,D17,8,24
46,H1,16,25
46,F13,12,26
46,C18,11,27
46,H15,4,28
46,F17,8,29
46,D9,5,30
46,E4,20,31
46,E16,4,32
46,F3,20,33
46,G12,4,34
46,G20,16,35
46,C12,12,36
46,A6,6,37
46,A20,2,38
46,G17,16,39
46,F15,12,40
46,E10,5,41
46,H13,4,42
46,G10,5,43
46,A8,5,44
46,E20,8,45
46,H19,16,46
46,H17,8,47
46,F9,5,48
46,C4,6,49
46,B5,6,50
46,C14,12,51
46,C10,12,52
46,C6,5,53
46,B11,12,54
46,H11,5,55
46,A16,2,56
46,G4,20,57
46,D5,6,58
46,E14,12,59
46,C2,11,60
46,D19,11,61
46,H7,10,62
46,E8,5,63
46,A12,12,64
46,A18,2,65
46,B7,5,66
46,A4,11,67
46,D11,12,68
46,B9,12,69
46,C3,9,70
46,G14,4,71
46,G8,5,72
46,A10,5,73
46,A14,2,74
46,D14,12,75
46,F1,3,76
46,F7,5,77
46,A2,11,78
46,B13,5,79
46,D15,12,80
46,H9,5,81
46,B1,11,82
46,B15,12,83
47,B15,12,1
47,D11,5,2
47,G14,4,3
47,A14,2,4
47,F7,5,5
47,D15,12,6
47,B9,5,7
47,G8,5,8
47,D13,12,9
47,E12,12,10
47,F19,11,11
47,B11,12,12
47,H19,8,13
47,C4,6,14
47,D1,11,15
47,A16,2,16
47,B17,8,17
47,F13,4,18
47,F17,8,19
47,E16,8,20
47,F11,5,21
47,A2,11,22
47,H9,5,23
47,C3,9,24
47,A10,5,25
47,F1,3,26
47,B13,12,27
47,A20,2,28
47,C18,8,29
47,D9,5,30
47,C16,8,31
47,H1,10,32
47,H15,4,33
47,E4,10,34
47,B19,11,35
47,G12,5,36
47,F15,4,37
47,A6,6,38
47,E20,11,39
47,F9,5,40
47,C14,12,41
47,C8,5,42
47,B2,11,43
47,G10,5,44
47,D19,11,45
47,A12,12,46
47,A4,6,47
47,E14,12,48
47,H7,5,49
47,A18,2,50
47,E10,5,51
47,A8,5,52
47,G16,8,53
47,C10,5,54
47,H11,5,55
47,H17,8,56
47,B5,6,57
47,C6,6,58
47,B1,11,59
47,G18,8,60
47,C20,11,61
47,G6,5,62
47,G4,10,63
47,C2,9,64
47,E8,5,65
47,E2,9,66
47,B3,9,67
47,H5,2,68
47,E6,5,69
47,E18,8,70
47,D7,5,71
47,F3,10,72
47,C12,12,73
47,G17,8,74
47,H13,4,75
47,G20,11,76
47,B7,5,77
47,D5,5,78
47,G2,3,79
47,D17,8,80
47,H3,10,81
47,F5,5,82
47,D3,9,83
48,D7,5,1
48,H5,10,2
48,E8,5,3
48,E18,13,4
48,B3,19,5
48,C2,11,6
48,E6,5,7
48,E2,9,8
48,G4,10,9
48,D3,9,10
48,D17,13,11
48,B7,5,12
48,G17,8,13
48,F5,5,14
48,G2,3,15
48,G20,13,16
48,C12,12,17
48,H3,10,18
48,D5,19,19
48,E20,11,20
48,C8,5,21
48,D19,11,22
48,E14,12,23
48,F5,5,24
48,B2,19,25
48,E12,12,26
48,H7,1,27
48,C14,12,28
48,G10,5,29
48,A4,19,30
48,A18,2,31
48,E10,12,32
48,C10,12,33
48,B5,6,34
48,G18,13,35
48,A8,5,36
48,H11,4,37
48,C6,6,38
48,C20,11,39
48,G16,13,40
48,H17,13,41
48,B1,19,42
48,G6,5,43
48,H13,4,44
48,F3,10,45
48,A20,19,46
48,C16,13,47
48,E4,9,48
48,A6,6,49
48,C18,13,50
48,H1,16,51
48,B19,11,52
48,F15,4,53
48,D9,5,54
48,H15,4,55
48,G12,4,56
48,B15,12,57
48,A14,12,58
48,B9,5,59
48,E12,4,60
48,H19,13,61
48,D11,4,62
48,F7,5,63
48,G8,5,64
48,F19,11,65
48,C4,6,66
48,G14,4,67
48,D15,12,68
48,D13,12,69
48,B11,5,70
48,D1,11,71
48,A16,2,72
48,F17,13,73
48,A2,19,74
48,A10,12,75
48,B17,13,76
48,E16,13,77
48,H9,5,78
48,F1,3,79
48,F13,4,80
48,F11,5,81
48,C3,6,82
48,B13,12,83
49,D7,5,1
49,E18,11,2
49,E6,20,3
49,D3,9,4
49,G17,8,5
49,G2,3,6
49,D5,13,7
49,D19,11,8
49,B2,19,9
49,C14,4,10
49,A18,2,11
49,B5,6,12
49,H11,5,13
49,G16,8,14
49,G6,13,15
49,E4,19,16
49,H1,11,17
49,D9,5,18
49,B15,12,19
49,E11,4,20
49,F7,5,21
49,C4,6,22
49,D13,12,23
49,A16,2,24
49,A10,12,25
49,H9,5,26
49,F11,4,27
49,E8,5,28
49,C2,19,29
49,G4,10,30
49,F5,10,31
49,C12,4,32
49,E20,11,33
49,E14,4,34
49,E12,12,35
49,G10,5,36
49,E10,5,37
49,G18,8,38
49,C6,13,39
49,H17,8,40
49,F3,10,41
49,B13,12,42
49,F13,4,43
49,E16,8,44
49,A2,2,45
49,D1,11,46
49,D15,4,47
49,F19,3,48
49,D11,5,49
49,B9,5,50
49,G12,4,51
49,F15,4,52
49,C18,11,53
49,C16,8,54
49,A20,19,55
49,A6,6,56
